===== PARAMETERS =====
Total rows : 1813
Reference system: Sol
Area of search : 250 ly
Gas types Class I gas giant +Class II gas giant +Class III gas giant +Class IV gas giant +Class V gas giant +Gas giant with ammonia-based life +Gas giant with water-based life +Hellium-rich gas giant
Ref star types : M (Red giant) Star + M (Red dwarf) Star + M (Red super giant) Star + T Tauri Star
==========
System name,Distance from Sol (ly),System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,Cold Stars Count,Coldest star temp,Cold Stars Luminosities,Has T Tauri Star ?,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius
Umair,159.34,1,1,Umair 1,121,Class I gas giant,966.1617,false,true,1,0,966.1734809999999,966.1734809999999,Umair,M (Red dwarf) Star,8,0,0.362,Va,6710,2439,0.362,1,2439,-Va-,false,Umair 1 g,984.024,Icy body,45,1470.7111
Hyades Sector JM-L b8-0,168.12,3,1,Hyades Sector JM-L b8-0 ABC 6,121,Class I gas giant,1403.413,true,false,1,0.0012,1400.20803,1400.2070218498557,Hyades Sector JM-L b8-0 A,M (Red dwarf) Star,7,0,0.5186,Va,1408,2568,0.5186,0,,-,false,Hyades Sector JM-L b8-0 ABC 6 g,1405.7489,Icy body,49,1974.0409
Meidruwutii,243.61,1,1,Meidruwutii 4,121,Class I gas giant,659.6276,false,false,0,0.0006,659.7345105,659.7343917477774,Meidruwutii,M (Red dwarf) Star,8,0,0.3694,Va,510,2469,0.3694,1,2469,-Va-,false,Meidruwutii 4 f a,661.027,Icy body,56,614.7663
Ganit,156.10,1,1,Ganit 3,121,Class I gas giant,986.9492,false,true,1,0.0001,986.832288,986.8322830658385,Ganit,M (Red dwarf) Star,9,0,0.4451,Va,3826,2328,0.4451,1,2328,-Va-,false,Ganit 3 h,975.1546,Icy body,46,1902.29
Anticulosk,117.01,1,1,Anticulosk 1,121,Class I gas giant,608.3204,false,true,1,0.0005,608.2371945,608.237118470346,Anticulosk,M (Red dwarf) Star,5,0,0.5198,Va,5004,3040,0.5198,0,,-,false,Anticulosk 1 g,603.0136,Icy body,79,1457.2242
Kungkalenja,131.08,1,1,Kungkalenja 1,121,Class I gas giant,612.8687,false,true,1,0.0017,613.5266475,613.5257609533538,Kungkalenja,M (Red dwarf) Star,5,0,0.5155,Va,10988,2903,0.5155,0,,-,false,Kungkalenja 1 g a,603.2547,Icy body,75,738.4246
HIP 86534,136.93,2,1,HIP 86534 A 3,121,Gas giant with ammonia-based life,1700.4414,false,true,2,0.0002,1700.6589405,1700.6589064868208,HIP 86534 B,M (Red dwarf) Star,4,232200.8125,0.6004,Va,9900,3197,0.6004,0,,-,false,HIP 86534 A 3 h,1713.1801,Icy body,83,1187.3674
Capricorni Sector IR-W c1-5,185.03,1,1,Capricorni Sector IR-W c1-5 5,120,Class I gas giant,2033.406,false,true,2,0.1946,9.8303985,9.642467666616872,Capricorni Sector IR-W c1-5,M (Red dwarf) Star,1,0,0.6805,Va,12214,3694,0.6805,0,,-,false,Capricorni Sector IR-W c1-5 5 f a,2028.0792,Icy body,146,688.6307
Pora Yankas,159.65,1,1,Pora Yankas 7,120,Class I gas giant,929.5953,false,false,0,0.0001,929.6962155,929.6962108515188,Pora Yankas,M (Red dwarf) Star,9,0,0.4359,Va,498,2248,0.4359,1,2248,-Va-,false,Pora Yankas 7 f a,925.2636,Icy body,48,501.8488
Koshas,146.19,1,1,Koshas 1,120,Class I gas giant,885.0389,false,true,1,0.0001,885.035268,885.0352635748236,Koshas,M (Red dwarf) Star,5,0,0.4835,Va,1488,2984,0.4835,0,,-,false,Koshas 1 g,891.5977,Icy body,108,1430.6171
HIP 88471,152.25,3,1,HIP 88471 BC 1,120,Class I gas giant,38387.9219,true,false,2,0.0025,3498.0749505000003,3498.0640189986993,HIP 88471 C,M (Red dwarf) Star,6,38142.4414,0.4641,Va,3528,2634,0.4641,0,,-,false,HIP 88471 BC 1 h,38376.6016,Icy body,93,1592.0684
Salish,156.93,2,1,Salish B 2,120,Gas giant with ammonia-based life,108895.125,false,true,2,0.0054,1557.793809,1557.7710962006872,Salish B,M (Red dwarf) Star,2,110409.6953,0.5835,Va,5628,3528,0.5835,0,,-,false,Salish B 2 h,108887.2969,Icy body,104,722.8697
Heretia,126.54,1,1,Heretia 2,120,Gas giant with ammonia-based life,579.4263,false,true,1,0.0001,579.3947055,579.3947026030264,Heretia,M (Red dwarf) Star,5,0,0.5481,Va,5840,2843,0.5481,0,,-,false,Heretia 2 g a,589.7376,Icy body,77,560.7456
Ambishas,130.53,1,1,Ambishas 3,120,Class I gas giant,754.8126,false,true,1,0,754.7949629999999,754.7949629999999,Ambishas,M (Red dwarf) Star,4,0,0.4964,Va,3966,3101,0.4964,0,,-,false,Ambishas 3 h,743.4309,Icy body,126,1635.2064
Hyades Sector PI-S b4-1,195.86,1,1,Hyades Sector PI-S b4-1 4,120,Gas giant with ammonia-based life,850.964,false,true,1,0.0013,850.2546195,850.253901034543,Hyades Sector PI-S b4-1,M (Red dwarf) Star,7,0,0.4353,Va,8048,2588,0.4353,0,,-,false,Hyades Sector PI-S b4-1 4 h,851.757,Icy body,57,1376.5469
LHS 302,56.52,2,2,LHS 302 B 3,120,Class I gas giant,10302.4033,false,true,2,0.0007,901.602234,901.6020131074256,LHS 302 B,M (Red dwarf) Star,5,9816.4287,0.5094,Va,1822,3020,0.5898,0,,-,false,LHS 302 B 3 g,10498.877,Icy body,84,1150.0105
Kosching,110.73,1,1,Kosching 1,120,Class I gas giant,995.8476,false,true,1,0.0001,995.7644775,995.7644725211776,Kosching,M (Red dwarf) Star,5,0,0.5046,Va,3124,3083,0.5046,0,,-,false,Kosching 1 g,995.1079,Icy body,106,1326.0465
LP 798-44,67.92,3,3,LP 798-44 AB 1,120,Gas giant with ammonia-based life,998.9206,true,false,2,0.0002,1060.5353265,1060.5353052892933,LP 798-44 B,M (Red dwarf) Star,8,321.7209,0.4241,Va,7206,2412,0.5509,2,2176,-Va-Va-,false,LP 798-44 AB 1 h,993.6896,Icy body,75,1334.0955
Col 285 Sector CI-N b22-1,180.30,1,1,Col 285 Sector CI-N b22-1 1,120,Class I gas giant,1160.0162,false,true,1,0.0018,1161.583839,1161.5819572326566,Col 285 Sector CI-N b22-1,M (Red dwarf) Star,5,0,0.5742,Va,11558,2998,0.5742,0,,-,false,Col 285 Sector CI-N b22-1 1 f a,1146.0536,Icy body,61,618.057
Col 285 Sector WP-E c12-2,194.95,3,2,Col 285 Sector WP-E c12-2 AB 1,120,Class I gas giant,1757.4091,true,false,2,0.0013,1696.1678955,1696.1664622375226,Col 285 Sector WP-E c12-2 B,M (Red dwarf) Star,9,228.588,0.3673,VI,6268,2012,0.3673,2,2012,-VI-VI-,false,Col 285 Sector WP-E c12-2 AB 1 h,1633.3477,Icy body,126,1906.2836
Guligali,191.99,2,1,Guligali A 16,119,Class I gas giant,2101.9636,false,false,0,0.0038,2103.006672,2102.991488237015,Guligali B,M (Red dwarf) Star,9,192691.0625,0.3429,Vz,234,2144,0.3429,1,2144,-Vz-,false,Guligali A 16 h,2109.634,Icy body,88,1242.4917
Lunguni,181.18,1,1,Lunguni 15,119,Gas giant with ammonia-based life,1542.114,false,true,1,0.0056,1542.424455,1542.4002695949307,Lunguni,M (Red dwarf) Star,5,0,0.5434,Va,286,2834,0.5434,0,,-,false,Lunguni 15 g,1557.1396,Icy body,50,1414.6625
Zmeyaaya,137.14,2,2,Zmeyaaya B 12,119,Class I gas giant,329879.1875,false,true,2,0.0055,1830.0010365,1829.9733575249993,Zmeyaaya B,T Tauri Star,8,330856.125,0.4906,Va,202,2470,0.5699,1,2470,-Va-,true,Zmeyaaya B 12 g a,329883.8125,Icy body,43,554.8934
Carrua,168.28,5,2,Carrua AB 1,119,Class I gas giant,1538.5167,true,false,2,0.0025,1429.5994245,1429.5949569948177,Carrua B,M (Red dwarf) Star,3,236.9407,0.6129,Va,3070,3304,0.6129,0,,-,false,Carrua AB 1 g,1525.4668,Icy body,77,1330.684
Ostyat,144.51,4,2,Ostyat ABC 1,119,Class I gas giant,4366.9795,true,false,3,0.1172,53.393535,53.025564507954805,Ostyat B,M (Red dwarf) Star,5,1385.6254,0.5132,Va,4350,3055,0.5132,1,2434,-Va-,false,Ostyat ABC 1 g,4366.2969,Icy body,58,2553.7773
Xib Cail,73.82,1,1,Xib Cail 7,119,Class I gas giant,1465.4823,false,true,1,0,1465.4279835,1465.4279835,Xib Cail,M (Red dwarf) Star,7,0,0.5009,Va,614,2566,0.5009,0,,-,false,Xib Cail 7 g,1491.4758,Icy body,44,3435.5337
Col 285 Sector VW-G b25-0,189.86,1,1,Col 285 Sector VW-G b25-0 1,119,Class I gas giant,486.1862,false,true,1,0.0009,486.62967599999996,486.6294789149413,Col 285 Sector VW-G b25-0,M (Red dwarf) Star,9,0,0.4636,Va,13034,2398,0.4636,1,2398,-Va-,false,Col 285 Sector VW-G b25-0 1 g a,487.4233,Icy body,166,689.5432
HIP 22566,186.83,2,1,HIP 22566 B 2,119,Class I gas giant,65714.9062,false,true,2,0.0001,763.777053,763.7770491811146,HIP 22566 B,M (Red dwarf) Star,5,65706.0156,0.5317,Va,2208,2893,0.5317,0,,-,false,HIP 22566 B 2 h,65708.3828,Icy body,86,796.1366
Col 285 Sector HP-B b28-7,239.44,1,1,Col 285 Sector HP-B b28-7 11,118,Gas giant with ammonia-based life,905.1834,false,false,0,0.002,905.095269,905.0934588076518,Col 285 Sector HP-B b28-7,M (Red dwarf) Star,5,0,0.5526,Vz,224,2990,0.5526,0,,-,false,Col 285 Sector HP-B b28-7 11 g,901.9644,Icy body,115,1471.7986
Col 285 Sector FJ-N b21-6,192.43,1,1,Col 285 Sector FJ-N b21-6 3,118,Gas giant with ammonia-based life,1887,false,false,0,0.0004,1887.2868104999998,1887.286659517049,Col 285 Sector FJ-N b21-6,M (Red dwarf) Star,5,0,0.5811,,10916,2986,0.5811,0,,-,false,Col 285 Sector FJ-N b21-6 3 h,1889,Icy body,49,1166.5966
Evnici,171.60,1,1,Evnici 4,118,Gas giant with ammonia-based life,734.2669,false,true,1,0.0024,734.734962,734.7328459602624,Evnici,M (Red dwarf) Star,5,0,0.5405,Va,284,2986,0.5405,0,,-,false,Evnici 4 g,728.1743,Icy body,73,1512.874
LTT 9665,72.11,2,1,LTT 9665 A 2,118,Class I gas giant,1517.6843,false,true,2,0.0004,1517.9732099999999,1517.9730885621384,LTT 9665 B,M (Red dwarf) Star,9,546957.125,0.3776,Va,10686,2171,0.3776,1,2171,-Va-,false,LTT 9665 A 2 g,1520.3005,Icy body,56,1389.8049
Dzacara,181.17,1,1,Dzacara 7,118,Gas giant with ammonia-based life,1632.0405,false,true,1,0.0032,1632.844161,1632.8358008164935,Dzacara,M (Red dwarf) Star,7,0,0.4794,Va,1082,2516,0.4794,0,,-,false,Dzacara 7 g,1635.2477,Icy body,42,1864.7317
Kraualm,234.90,1,1,Kraualm 1,118,Class I gas giant,837.3163,false,false,0,0.0001,837.3802905,837.3802863130985,Kraualm,M (Red dwarf) Star,3,0,0.665,Va,9556,3286,0.665,0,,-,false,Kraualm 1 g a,828.3011,Icy body,81,604.2602
Inheretii,147.34,5,2,Inheretii BCDE 3,118,Class I gas giant,44147.707,true,false,2,0.0025,1942.9757685,1942.969696691236,Inheretii D,M (Red dwarf) Star,9,42346.4844,0.3894,Va,2530,2269,0.3922,1,2269,-Va-,false,Inheretii BCDE 3 g a,44151.4648,Icy body,90,547.9385
Adenses,90.27,1,1,Adenses 2,118,Class I gas giant,970.1227,false,true,1,0.0001,970.2154214999999,970.2154166489228,Adenses,M (Red dwarf) Star,5,0,0.4963,Va,1154,3090,0.4963,0,,-,false,Adenses 2 h,980.6642,Icy body,102,1065.8066
Col 285 Sector LE-E b13-5,171.92,1,1,Col 285 Sector LE-E b13-5 2,118,Class I gas giant,1382.0385,false,true,1,0.002,1381.146039,1381.1432767051595,Col 285 Sector LE-E b13-5,M (Red dwarf) Star,2,0,0.5874,Va,12362,3448,0.5874,0,,-,false,Col 285 Sector LE-E b13-5 2 h,1389.8762,Icy body,115,1642.7386
Lacaille 8760,12.88,1,1,Lacaille 8760 7,118,Gas giant with ammonia-based life,1488.1429,false,true,1,0.0003,1487.833308,1487.8332410474993,Lacaille 8760,M (Red dwarf) Star,2,0,0.6137,V,5416,3420,0.6137,0,,-,false,Lacaille 8760 7 h,1486.2446,Icy body,55,1741.511
Asturindjin,163.13,4,2,Asturindjin ABCD 2,117,Class I gas giant,1890.3843,true,false,1,0.0001,1927.6064144999998,1927.6064048619676,Asturindjin D,M (Red dwarf) Star,9,740.3139,0.4135,Va,6772,2360,0.5788,1,2360,-Va-,false,Asturindjin ABCD 2 f a,1890.4167,Icy body,83,736.6056
Col 285 Sector WC-F b26-8,232.04,1,1,Col 285 Sector WC-F b26-8 3,117,Class I gas giant,1740.761,false,false,0,0.0105,1750.5594405000002,1750.4629382509258,Col 285 Sector WC-F b26-8,M (Red dwarf) Star,3,0,0.5222,Va,10950,3319,0.5222,0,,-,false,Col 285 Sector WC-F b26-8 3 g a,1722.0039,Icy body,52,756.9662
Hyades Sector OX-U c2-13,221.04,4,2,Hyades Sector OX-U c2-13 D 2,117,Gas giant with ammonia-based life,43553.3008,false,false,0,0.001,1786.837104,1786.8362105812248,Hyades Sector OX-U c2-13 D,M (Red dwarf) Star,4,45302.6133,0.5409,Va,2822,3105,0.5409,0,,-,false,Hyades Sector OX-U c2-13 D 2 h,43802.3086,Icy body,170,955.8716
HIP 20719,146.87,3,1,HIP 20719 A 7,117,Class I gas giant,2534.283,false,true,2,0.0042,2525.1150015,2525.092729887468,HIP 20719 B,M (Red dwarf) Star,6,70158.4844,0.4291,Va,5424,2760,0.4291,0,,-,false,HIP 20719 A 7 h,2512.3364,Icy body,101,1309.0076
Halbara,201.96,1,1,Halbara 3,117,Class I gas giant,1122.092,false,true,1,0.0015,1120.964832,1120.9635709138547,Halbara,M (Red dwarf) Star,5,0,0.5192,Va,12958,2896,0.5192,0,,-,false,Halbara 3 f,1104.8785,Icy body,57,1859.7223
Col 285 Sector IM-R b19-0,187.84,1,1,Col 285 Sector IM-R b19-0 2,117,Class I gas giant,1107.725,false,true,1,0,1107.7411995,1107.7411995,Col 285 Sector IM-R b19-0,M (Red dwarf) Star,5,0,0.5175,Va,10030,3070,0.5175,0,,-,false,Col 285 Sector IM-R b19-0 2 g a,1116.5322,Icy body,61,684.274
HIP 69535,186.06,2,1,HIP 69535 B 3,117,Class I gas giant,29425,false,false,0,0.0003,1601.207244,1601.2071719456724,HIP 69535 B,M (Red dwarf) Star,2,29303,0.6957,,4304,3554,0.6957,0,,-,false,HIP 69535 B 3 h,29436,Icy body,97,746.3972
Col 285 Sector IO-E b26-8,220.40,1,1,Col 285 Sector IO-E b26-8 2,116,Class I gas giant,590.5616,false,true,1,0.0002,590.6722185,590.6722066865555,Col 285 Sector IO-E b26-8,M (Red dwarf) Star,4,0,0.4741,Va,12276,3151,0.4741,0,,-,false,Col 285 Sector IO-E b26-8 2 h,585.7759,Icy body,78,1287.578
Gliese 307,146.72,2,1,Gliese 307 B 2,116,Class I gas giant,313502.1562,false,true,2,0.0004,2242.7779725,2242.777793077755,Gliese 307 B,M (Red dwarf) Star,4,311553.7188,0.5712,Va,6922,3239,0.5712,0,,-,false,Gliese 307 B 2 g,313519.7812,Icy body,53,1519.6288
Purukuna,176.72,1,1,Purukuna 2,116,Gas giant with ammonia-based life,666.6794,false,true,1,0.0013,666.0219735,666.0214107111947,Purukuna,M (Red dwarf) Star,5,0,0.5373,Va,3686,3059,0.5373,0,,-,false,Purukuna 2 f,673.3267,Icy body,77,1640.7407
T'iensei,125.48,1,1,T'iensei 8,116,Class I gas giant,947.9762,false,true,1,0.0007,947.410893,947.4106608843027,T'iensei,M (Red dwarf) Star,2,0,0.6153,Va,3392,3513,0.6153,0,,-,false,T'iensei 8 h,956.822,Icy body,79,1635.9449
Kumui,140.80,3,1,Kumui ABC 2,116,Class I gas giant,1337.077,true,false,1,0.006,1337.8823054999998,1337.85822340176,Kumui A,M (Red dwarf) Star,5,0,0.5454,Va,644,2801,0.5454,0,,-,false,Kumui ABC 2 h,1337.4794,Icy body,54,1113.2852
HR 913,110.60,3,1,HR 913 ABC 7,116,Class I gas giant,4356.3672,true,false,1,0.0021,4296.033845999999,4296.024373234926,HR 913 C,M (Red dwarf) Star,7,147.1398,0.3988,Va,3328,2546,0.3988,0,,-,false,HR 913 ABC 7 h,4346.209,Icy body,100,1231.7886
Aakuagsakh,181.10,2,1,Aakuagsakh B 9,116,Class I gas giant,365472.6562,false,true,2,0.0001,1601.406846,1601.4068379929658,Aakuagsakh B,T Tauri Star,0,365673.25,0.7592,Va,202,4126,0.7592,0,,-,true,Aakuagsakh B 9 h,365482.875,Icy body,89,992.2101
HIP 13059,229.87,3,1,HIP 13059 B 8,116,Gas giant with ammonia-based life,164872.5,false,true,2,0.0062,2423.4676830000003,2423.4211035034996,HIP 13059 B,M (Red dwarf) Star,5,165928.7656,0.4872,Va,3208,3086,0.4872,0,,-,false,HIP 13059 B 8 f a,164857.125,Icy body,49,525.0761
Pegasi Sector ZE-Z b5,218.94,2,1,Pegasi Sector ZE-Z b5 AB 1,116,Class I gas giant,1000.1204,true,false,1,0.0064,948.1094999999999,948.0900825186029,Pegasi Sector ZE-Z b5 A,M (Red dwarf) Star,5,0,0.4538,Va,11078,2921,0.4538,0,,-,false,Pegasi Sector ZE-Z b5 AB 1 h,999.6735,Icy body,59,1572.6913
HIP 67367,206.15,3,2,HIP 67367 C 3,115,Class I gas giant,43028,false,false,0,0.0007,977.1515909999999,977.1513515978307,HIP 67367 C,M (Red dwarf) Star,5,43091,0.4706,,11740,2997,0.6002,0,,-,false,HIP 67367 C 3 h,43042,Icy body,77,1311.6719
HIP 69982,131.18,3,1,HIP 69982 BC 3,115,Gas giant with ammonia-based life,65733.2188,true,false,2,0.0168,2512.6398765000004,2512.285267737668,HIP 69982 C,M (Red dwarf) Star,9,64322.1016,0.3672,Va,12914,2244,0.3672,1,2244,-Va-,false,HIP 69982 BC 3 g,65779.7344,Icy body,77,4339.5298
Col 285 Sector MM-M c7-7,215.35,1,1,Col 285 Sector MM-M c7-7 A 1,115,Gas giant with ammonia-based life,2062.8286,false,false,0,0.0017,2064.084282,2064.0812993960576,Col 285 Sector MM-M c7-7 A,M (Red dwarf) Star,4,0,0.575,Va,7322,3246,0.575,0,,-,false,Col 285 Sector MM-M c7-7 A 1 h,2074.2705,Icy body,52,1240.4205
Tornakulha,121.64,1,1,Tornakulha 1,115,Class I gas giant,1172.4185,false,true,1,0.003,1175.855382,1175.8500906388754,Tornakulha,M (Red dwarf) Star,5,0,0.5208,Va,4822,3011,0.5208,0,,-,false,Tornakulha 1 h,1162.9584,Icy body,58,1048.761
HIP 74161,125.10,2,1,HIP 74161 A 8,115,Gas giant with ammonia-based life,1946.7347,false,true,2,0.005,1954.203381,1954.1789533050633,HIP 74161 B,M (Red dwarf) Star,8,55063.5312,0.4828,Va,1434,2440,0.4828,1,2440,-Va-,false,HIP 74161 A 8 g a,1964.3739,Icy body,52,508.304
LTT 8001,110.69,3,2,LTT 8001 AB 1,115,Class I gas giant,4082.301,true,false,2,0.0001,3556.508436,3556.5084182174573,LTT 8001 B,M (Red dwarf) Star,2,1960.7407,0.5738,Va,10008,3544,0.5738,0,,-,false,LTT 8001 AB 1 h,4077.2561,Icy body,73,903.3285
LP 349-61,94.38,1,1,LP 349-61 7,115,Gas giant with ammonia-based life,719.9235,false,true,1,0.002,718.6670009999999,718.6655636645606,LP 349-61,M (Red dwarf) Star,5,0,0.4994,V,9338,2929,0.4994,0,,-,false,LP 349-61 7 h,719.3611,Icy body,118,1561.9001
HIP 14370,221.61,2,1,HIP 14370 AB 1,115,Class I gas giant,5256.3247,true,false,1,0.0005,4533.660027,4533.6594602924615,HIP 14370 B,M (Red dwarf) Star,4,2610.3303,0.5835,Va,3616,3239,0.5835,0,,-,false,HIP 14370 AB 1 h,5441.8779,Icy body,88,738.5361
Col 285 Sector CJ-D b27-0,242.34,1,1,Col 285 Sector CJ-D b27-0 9,115,Class I gas giant,927.467,false,false,0,0.0047,931.6922355,931.6819449024288,Col 285 Sector CJ-D b27-0,M (Red dwarf) Star,7,0,0.417,Va,404,2524,0.417,0,,-,false,Col 285 Sector CJ-D b27-0 9 f a,931.5355,Icy body,50,664.1726
HIP 111783,207.24,3,2,HIP 111783 C 6,114,Class I gas giant,22175.2695,false,false,0,0.0309,5.4391545,5.436557200315938,HIP 111783 C,M (Red dwarf) Star,7,24095.9434,0.4186,,1510,2554,0.5548,0,,-,false,HIP 111783 C 6 h,22175.7461,Icy body,117,2025.5928
Col 285 Sector TG-G b26-2,241.99,2,2,Col 285 Sector TG-G b26-2 AB 1,114,Class I gas giant,2304.8008,true,false,0,0.0085,0.598806,0.5987843677425102,Col 285 Sector TG-G b26-2 B,M (Red dwarf) Star,9,1258.5776,0.4194,VI,4110,2102,0.5186,1,2102,-VI-,false,Col 285 Sector TG-G b26-2 AB 1 h,2297.5923,Icy body,55,1462.9587
HIP 7357,120.71,2,1,HIP 7357 AB 2,114,Class I gas giant,3845.1079,true,false,1,0.0018,3870.382581,3870.37631097514,HIP 7357 B,M (Red dwarf) Star,2,1444.2859,0.599,Va,5336,3439,0.599,0,,-,false,HIP 7357 AB 2 h,3838.8369,Icy body,92,1549.6692
Pegasi Sector RT-Q b5-1,143.14,1,1,Pegasi Sector RT-Q b5-1 8,114,Class I gas giant,1069.197,false,true,1,0.0034,1071.962541,1071.9563450386067,Pegasi Sector RT-Q b5-1,M (Red dwarf) Star,4,0,0.6053,Va,390,3205,0.6053,0,,-,false,Pegasi Sector RT-Q b5-1 8 g,1058.9022,Icy body,116,1456.1731
Arietis Sector IW-W b1-0,224.88,1,1,Arietis Sector IW-W b1-0 7,114,Gas giant with ammonia-based life,1145.1774,false,true,1,0.0002,1145.316276,1145.316253093674,Arietis Sector IW-W b1-0,M (Red dwarf) Star,1,0,0.6029,Va,1740,3672,0.6029,0,,-,false,Arietis Sector IW-W b1-0 7 f,1136.7235,Icy body,74,2084.3271
Balite,113.41,3,1,Balite AB 4,114,Gas giant with ammonia-based life,2526.0181,true,false,2,0.0002,2468.777337,2468.7772876244526,Balite C,M (Red dwarf) Star,9,158839.875,0.4096,Va,11744,2375,0.4096,1,2375,-Va-,false,Balite AB 4 g,2526.0454,Icy body,80,1207.1458
LHS 71,21.39,2,1,LHS 71 A 3,114,Class I gas giant,2730.8862,false,true,2,0.0041,2742.132276,2742.109228281362,LHS 71 B,M (Red dwarf) Star,5,303286.25,0.5132,Va,4814,2998,0.5132,0,,-,false,LHS 71 A 3 g,2705.4385,Icy body,119,1573.3156
Col 285 Sector TW-F b26-1,221.09,3,3,Col 285 Sector TW-F b26-1 AB 9,114,Class I gas giant,3319.9082,true,false,0,0.0006,3371.2278794999997,3371.2272726789265,Col 285 Sector TW-F b26-1 B,M (Red dwarf) Star,6,138.4961,0.5446,Va,1380,2615,0.5597,0,,-,false,Col 285 Sector TW-F b26-1 AB 9 h,3324.5247,Icy body,52,1350.929
Yum Cimil,171.15,3,2,Yum Cimil AB 1,114,Class I gas giant,1580.7328,true,false,2,0.0004,1637.834211,1637.834079973258,Yum Cimil B,M (Red dwarf) Star,9,339.2726,0.4072,Va,2540,2365,0.5664,1,2365,-Va-,false,Yum Cimil AB 1 h,1590.9944,Icy body,93,1112.7446
Khaima,93.16,3,1,Khaima ABC 6,114,Class I gas giant,3843.8662,true,false,2,0.0151,2.794428,2.7941094030740032,Khaima C,M (Red dwarf) Star,6,550.3358,0.4053,Va,12997,2638,0.4053,0,,-,false,Khaima ABC 6 g a,3846.666,Icy body,170,612.0448
Keiadjara,130.63,1,1,Keiadjara 2,114,Class I gas giant,1357.2903,false,true,1,0,1357.2936000000002,1357.2936000000002,Keiadjara,M (Red dwarf) Star,5,0,0.6041,Va,9856,2983,0.6041,0,,-,false,Keiadjara 2 g,1365.2567,Icy body,57,1974.0051
HIP 43845,193.08,3,1,HIP 43845 BC 5,114,Gas giant with ammonia-based life,132469.3125,true,false,2,0,2297.5188209999997,2297.5188209999997,HIP 43845 C,M (Red dwarf) Star,7,130524.1641,0.4221,Va,11248,2576,0.4221,0,,-,false,HIP 43845 BC 5 h,132456.3438,Icy body,77,2046.9579
Antliae Sector FQ-Y b0,204.26,1,1,Antliae Sector FQ-Y b0 3,114,Class I gas giant,582.287,false,true,1,0.0008,581.83983,581.8396438112245,Antliae Sector FQ-Y b0,M (Red dwarf) Star,4,0,0.4907,Va,1566,3131,0.4907,0,,-,false,Antliae Sector FQ-Y b0 3 f,581.564,Icy body,80,1331.104
Antliae Sector IR-W c1-15,190.05,3,1,Antliae Sector IR-W c1-15 C 11,113,Class I gas giant,21782.0938,false,true,2,0.0009,1902.606264,1902.605493444307,Antliae Sector IR-W c1-15 B,M (Red dwarf) Star,8,3895.4065,0.4259,Va,276,2425,0.4259,1,2425,-Va-,false,Antliae Sector IR-W c1-15 C 11 h,21231.1445,Icy body,98,901.3977
Paesici,139.00,4,2,Paesici A 16,113,Class I gas giant,2030.5596,false,true,3,0.0212,2042.92647,2042.4673319691146,Paesici D,M (Red dwarf) Star,7,444972.1875,0.4502,Va,360,2532,0.5213,0,,-,false,Paesici A 16 h,2020.6727,Icy body,96,1204.8519
Kokong Hsin,164.30,3,2,Kokong Hsin AB 2,113,Class I gas giant,2192.4768,true,false,2,0,2427.659325,2427.659325,Kokong Hsin B,M (Red dwarf) Star,5,806.2324,0.5844,Va,260,3077,0.5844,0,,-,false,Kokong Hsin AB 2 g,2209.1289,Icy body,84,2942.2329
Kwiamong,141.97,6,2,Kwiamong ABC 5,113,Class I gas giant,3270.3152,true,false,2,0.006,3263.9917050000004,3263.9329526205343,Kwiamong B,M (Red dwarf) Star,4,4.4171,0.4877,Va,2202,3169,0.4877,1,2486,-Va-,false,Kwiamong ABC 5 h,3258.0625,Icy body,97,1036.6505
Lugger,105.13,2,1,Lugger AB 1,113,Gas giant with ammonia-based life,2041.8341,true,false,1,0,1890.4804425,1890.4804425,Lugger A,M (Red dwarf) Star,2,0,0.5845,Va,5584,3594,0.5845,0,,-,false,Lugger AB 1 g,2056.0361,Icy body,58,1295.8496
Dulos,89.45,1,1,Dulos 13,113,Gas giant with ammonia-based life,1489.1775,false,true,1,0.0018,1491.7754475,1491.7730308218177,Dulos,M (Red dwarf) Star,1,0,0.5678,Va,416,3637,0.5678,0,,-,false,Dulos 13 h,1496.686,Icy body,105,1246.511
Col 285 Sector JA-J b24-1,195.18,3,2,Col 285 Sector JA-J b24-1 A 7,113,Class I gas giant,2263.304,false,true,2,0.0052,2271.8200635,2271.789348285105,Col 285 Sector JA-J b24-1 A,M (Red dwarf) Star,5,0,0.5128,Va,2244,2860,0.5128,0,,-,false,Col 285 Sector JA-J b24-1 A 7 g,2252.5815,Icy body,46,1492.2123
Bumbur,98.74,1,1,Bumbur 4,113,Gas giant with ammonia-based life,1098.9478,false,true,1,0.0009,1098.0605025,1098.0600577854063,Bumbur,M (Red dwarf) Star,6,0,0.4749,Va,10748,2751,0.4749,0,,-,false,Bumbur 4 f,1102.0184,Icy body,53,1536.8105
