System name,Distance from Sol (ly),Counting moons of moons,System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Moon Star Diistance,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
Hayimstae,67.55,true,1,1,Hayimstae B,688,Y (Brown dwarf) Star,4343,false,false,1,0.1492,3859.7537745,3816.5517002986735,Hayimstae A,L (Brown dwarf) Star,9,0,0.2852,V,6338,1949,4317,0.2852,Hayimstae B 6 a,4317,Icy body,25,634.0927,-L (Brown dwarf) Star-,1,false,,,false
Tascheter Sector FM-M a7-3,51.66,true,0,0,Tascheter Sector FM-M a7-3,687,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector FM-M a7-3 6,1741,Icy body,20,3905.4648,-,0,false,,,false
Udaiyuna,49.00,true,1,1,Udaiyuna,687,Y (Brown dwarf) Star,0,false,false,0,,0,0,Udaiyuna Core Sys Sector LC-M a7-2,Y (Brown dwarf) Star,9,0,0.1109,V,12871,687,2609,0.1109,Udaiyuna 7,2609,Icy body,20,962.5933,-Y (Brown dwarf) Star-,0,false,,,false
WISE J0521+1025,16.33,true,0,0,WISE J0521+1025,686,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,WISE J0521+1025 5 a,3647,Icy body,20,2898.3689,-,0,false,,,false
Findalibila,66.47,true,2,2,Findalibila B,684,Y (Brown dwarf) Star,764,false,false,2,0.0967,591.5704274999999,588.7980762927981,Findalibila A,L (Brown dwarf) Star,9,0,0.2873,V,364,1483,772,0.2873,Findalibila B 7,772,Icy body,59,2278.5186,-L (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
Core Sys Sector VJ-R a4-1,40.90,true,0,0,Core Sys Sector VJ-R a4-1,677,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector VJ-R a4-1 6,1342,Icy body,20,3740.2288,-,0,false,,,false
Alrai Sector ZO-R a4-2,62.02,true,0,0,Alrai Sector ZO-R a4-2,668,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Alrai Sector ZO-R a4-2 6,1618,Icy body,20,5049.5884,-,0,false,,,false
Core Sys Sector TD-T a3-2,41.87,true,0,0,Core Sys Sector TD-T a3-2,666,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector TD-T a3-2 7,2253,Icy body,20,6977.5732,-,0,false,,,false
Crucis Sector RD-T a3-3,66.33,true,0,0,Crucis Sector RD-T a3-3,665,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Crucis Sector RD-T a3-3 6,5017,Icy body,20,7296.5454,-,0,false,,,false
Crucis Sector OI-T a3-3,56.70,true,0,0,Crucis Sector OI-T a3-3,661,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Crucis Sector OI-T a3-3 4,556,Icy body,20,7370.1304,-,0,false,,,false
Core Sys Sector CV-P a5-1,45.50,true,0,0,Core Sys Sector CV-P a5-1,660,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector CV-P a5-1 7,2045,Icy body,20,2252.1152,-,0,false,,,false
Piscium Sector OT-Q a5-3,75.51,true,0,0,Piscium Sector OT-Q a5-3,659,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector OT-Q a5-3 5,1744,Icy body,20,4827.4468,-,0,false,,,false
Aeternitas,58.75,false,3,3,Aeternitas 7,659,Class III gas giant,4790,false,true,1,0.0036,4784.958945,4784.927938365575,Aeternitas 6,Y (Brown dwarf) Star,9,2765,0.0906,V,840,606,2083,1.1835,Aeternitas 7 h,4848,Icy body,34,2563.9216,-Y (Brown dwarf) Star-F (White) Star-Y (Brown dwarf) Star-,1,false,,,false
Piscium Sector BX-J a9-1,76.51,true,0,0,Piscium Sector BX-J a9-1,652,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector BX-J a9-1 6,1412,Icy body,20,4125.1694,-,0,false,,,false
Ngai,51.51,true,0,0,Ngai,644,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Ngai 6 a,6617,Icy body,20,2482.7073,-,0,false,,,false
Piscium Sector TZ-O a6-2,61.96,true,0,0,Piscium Sector TZ-O a6-2,644,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector TZ-O a6-2 7,3236,Icy body,20,5941.626,-,0,false,,,false
Findalibila,66.47,true,2,2,Findalibila C,642,Y (Brown dwarf) Star,391575,false,false,1,0.1866,405551.044197,398427.934491269,Findalibila B,Y (Brown dwarf) Star,9,764,0.1279,V,364,684,388868,0.2873,Findalibila C 7,389632,Icy body,20,8259.7637,-L (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
Uram,70.33,false,2,2,Uram A 2,642,Class III gas giant,1036,false,true,2,0.0092,1040.625027,1040.5809868169472,Uram A,G (White-Yellow) Star,0,0,0.8825,V,7144,5129,1065,0.8825,Uram A 2 h,1065,Rocky body,170,801.8766,-G (White-Yellow) Star-M (Red dwarf) Star-,1,true,2709,Va,false
Trianguli Sector DH-L a8-4,79.19,true,0,0,Trianguli Sector DH-L a8-4,640,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Trianguli Sector DH-L a8-4 5,2539,Icy body,20,6678.7617,-,0,false,,,false
Lai,55.02,true,1,1,Lai,638,Y (Brown dwarf) Star,0,false,false,0,,0,0,Lai Col 285 Sector QK-P a35-1,Y (Brown dwarf) Star,9,0,0.104,V,5352,638,2451,0.104,Lai 7,2451,Icy body,20,798.5943,-Y (Brown dwarf) Star-,0,false,,,false
Lai,55.02,true,1,1,Lai Col 285 Sector QK-P a35-1,638,Y (Brown dwarf) Star,0,false,false,0,,0,0,Lai,Y (Brown dwarf) Star,9,0,0.104,V,5352,638,2451,0.104,Lai Col 285 Sector QK-P a35-1 7,2451,Icy body,20,798.5943,-Y (Brown dwarf) Star-,0,false,,,false
Alrai Sector VI-T a3-1,54.01,true,0,0,Alrai Sector VI-T a3-1,634,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Alrai Sector VI-T a3-1 7,2062,Icy body,20,1244.5034,-,0,false,,,false
Piscium Sector BM-L a8-3,65.26,true,0,0,Piscium Sector BM-L a8-3,627,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector BM-L a8-3 5,1460,Icy body,20,6021.0767,-,0,false,,,false
LHS 277,53.11,false,1,1,LHS 277 5,627,Class III gas giant,2210,false,true,1,0.0065,2221.869663,2221.8227255075867,LHS 277,M (Red dwarf) Star,2,0,0.5996,V,3242,3427,2275,0.5996,LHS 277 5 h,2275,Icy body,43,5091.4375,-M (Red dwarf) Star-,1,true,3427,V,false
Puppis Sector DL-P a5-3,75.93,true,0,0,Puppis Sector DL-P a5-3,626,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Puppis Sector DL-P a5-3 6,998,Icy body,20,4903.2046,-,0,false,,,false
Core Sys Sector GH-M a7-0,44.98,true,0,0,Core Sys Sector GH-M a7-0,625,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector GH-M a7-0 5,2633,Icy body,20,5242.5347,-,0,false,,,false
Puppis Sector AQ-P a5-0,63.68,true,0,0,Puppis Sector AQ-P a5-0,619,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Puppis Sector AQ-P a5-0 5 a,3921,Icy body,20,2849.2954,-,0,false,,,false
Desyne,64.72,true,1,1,Desyne,615,Y (Brown dwarf) Star,0,false,false,0,,0,0,Desyne Col 285 Sector YW-L a37-2,Y (Brown dwarf) Star,9,0,0.1142,V,5720,615,1354,0.1142,Desyne 6,1354,Icy body,20,3577.762,-Y (Brown dwarf) Star-,0,false,,,false
Horagalles,63.68,true,3,3,Horagalles AB 5,610,Class III gas giant,4522,true,false,1,0.0003,4369.6370835,4369.636886866327,Horagalles AB 4,Y (Brown dwarf) Star,9,3269,0.0599,V,8208,367,1242,0.9623,Horagalles AB 5 f,4511,Icy body,82,2970.6057,-G (White-Yellow) Star-M (Red dwarf) Star-Y (Brown dwarf) Star-,1,true,3093,Va,false
Core Sys Sector WO-R a4-2,36.05,true,0,0,Core Sys Sector WO-R a4-2,608,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector WO-R a4-2 6,2249,Icy body,20,5527.2891,-,0,false,,,false
CPD-28 332,28.44,false,3,3,CPD-28 332 ABC 1,605,Class III gas giant,2545,true,false,1,0.0003,2373.068178,2373.0680712119292,CPD-28 332 B,M (Red dwarf) Star,5,1495,0.5761,Va,5390,3070,1060,1.0933,CPD-28 332 ABC 1 h,2555,Icy body,162,4141.0483,-M (Red dwarf) Star-F (White) Star-M (Red dwarf) Star-,1,true,2254,Va,false
Tascheter Sector IX-K a8-1,41.34,true,0,0,Tascheter Sector IX-K a8-1,602,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector IX-K a8-1 6,2467,Icy body,20,5189.9136,-,0,false,,,false
Core Sys Sector FB-O a6-3,39.24,true,0,0,Core Sys Sector FB-O a6-3,602,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector FB-O a6-3 6,2287,Icy body,20,5812.3574,-,0,false,,,false
Crucis Sector SD-T a3-4,71.79,true,0,0,Crucis Sector SD-T a3-4,601,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Crucis Sector SD-T a3-4 6 a,1625,Icy body,20,2218.6262,-,0,false,,,false
Tascheter Sector NS-T a3-0,79.86,true,0,0,Tascheter Sector NS-T a3-0,599,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector NS-T a3-0 7,2373,Icy body,20,2972.801,-,0,false,,,false
Alrai Sector UI-T a3-2,55.42,true,0,0,Alrai Sector UI-T a3-2,597,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Alrai Sector UI-T a3-2 5 a,1686,Icy body,20,1986.9681,-,0,false,,,false
Piscium Sector AM-L a8-0,75.50,true,0,0,Piscium Sector AM-L a8-0,595,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector AM-L a8-0 7,5289,Icy body,20,2126.7109,-,0,false,,,false
GD 140,51.55,true,4,4,GD 140 A 10,593,Y (Brown dwarf) Star,2729,false,true,2,0.0043,2738.0903355,2738.065021737835,GD 140 A 8,Y (Brown dwarf) Star,9,1454,0.0649,V,478,375,1323,1.4933,GD 140 A 10 f,2777,Rocky body,116,1867.9272,-A (Blue-White) Star-A (Blue-White) Star-Y (Brown dwarf) Star-A (Blue-White) Star-,1,false,,,false
Owaha,51.62,true,1,1,Owaha,590,Y (Brown dwarf) Star,0,false,false,0,,0,0,Owaha Col 285 Sector PP-P a35-2,Y (Brown dwarf) Star,9,0,0.1013,V,9652,590,2490,0.1013,Owaha 5,2490,Icy body,20,4560.8711,-Y (Brown dwarf) Star-,0,false,,,false
NLTT 23036,79.16,true,1,1,NLTT 23036 3,590,Class III gas giant,1156,false,true,1,0.0004,1155.795381,1155.7952885363657,NLTT 23036,White Dwarf (DQ) Star,0,0,0.0076,VII,5110,15294,1148,0.0076,NLTT 23036 3 e a,1148,Icy body,193,965.7561,-White Dwarf (DQ) Star-,1,false,,,false
Col 285 Sector VW-L a37-2,61.34,true,0,0,Col 285 Sector VW-L a37-2,586,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Col 285 Sector VW-L a37-2 4 a,1496,Icy body,20,529.3941,-,0,false,,,false
Puppis Sector GW-N a6-6,77.12,true,0,0,Puppis Sector GW-N a6-6,583,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Puppis Sector GW-N a6-6 7,3404,Icy body,20,640.4233,-,0,false,,,false
Alpha Caeli,65.79,false,2,2,Alpha Caeli A 7,583,Class III gas giant,1996,false,true,2,0.0035,1988.9840295,1988.97184693551,Alpha Caeli,F (White) Star,0,0,1.3,V,1232,7887,1983,1.3,Alpha Caeli A 7 h,1983,Rocky body,235,1417.8903,-F (White) Star-M (Red dwarf) Star-,1,true,2492,V,false
LTT 15449,72.48,false,3,3,LTT 15449 AB 2,582,Class III gas giant,3321,true,false,1,0.0052,3085.547517,3085.505800115562,LTT 15449 AB 1,Y (Brown dwarf) Star,9,1968,0.0648,V,4276,344,1333,0.5831,LTT 15449 AB 2 h,3301,Icy body,52,3977.8975,-Y (Brown dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,3327,V,false
Dagdhangjel,41.41,true,0,0,Dagdhangjel,581,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Dagdhangjel 7,1453,Icy body,20,2731.6621,-,1,false,,,false
54 Piscium,36.08,false,1,1,54 Piscium 4,581,Class III gas giant,1373,false,true,1,0.0048,1370.3176305000002,1370.301844349968,54 Piscium,K (Yellow-Orange) Star,0,0,0.9035,V,12838,5351,1399,0.9035,54 Piscium 4 h,1399,Icy body,126,2131.1323,-K (Yellow-Orange) Star-,1,false,,,false
Mombaluma,33.06,false,3,3,Mombaluma ABC 3,578,Class III gas giant,1539,true,false,1,0.0001,1570.0194315,1570.0194236499028,Mombaluma C,M (Red dwarf) Star,5,132,0.4786,Va,2094,2897,1443,0.6681,Mombaluma ABC 3 h,1575,Icy body,99,1943.9396,-M (Red dwarf) Star-M (Red dwarf) Star-K (Yellow-Orange) Star-,1,true,2771,Va,false
Tascheter Sector EM-M a7-1,50.50,true,0,0,Tascheter Sector EM-M a7-1,570,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector EM-M a7-1 4,1183,Icy body,20,1127.7977,-,0,false,,,false
Tascheter Sector LD-J a9-2,30.10,true,0,0,Tascheter Sector LD-J a9-2,565,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector LD-J a9-2 5,3582,Icy body,20,4271.5542,-,0,false,,,false
Tascheter Sector CG-O a6-0,61.42,true,0,0,Tascheter Sector CG-O a6-0,559,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector CG-O a6-0 6,4356,Icy body,20,2924.0444,-,0,false,,,false
Tascheter Sector TY-R a4-2,68.85,true,0,0,Tascheter Sector TY-R a4-2,555,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector TY-R a4-2 6 a,1927,Icy body,20,2224.7815,-,0,false,,,false
LP 564-39,75.83,false,2,2,LP 564-39 7,555,Class III gas giant,1767,false,true,1,0.004,1773.6134715,1773.5992825354717,LP 564-39 8,Y (Brown dwarf) Star,9,2916,0.0566,V,1534,347,1153,0.5885,LP 564-39 7 h,1763,Icy body,89,2768.8633,-M (Red dwarf) Star-Y (Brown dwarf) Star-,1,true,3435,V,false
Tascheter Sector HM-M a7-1,56.39,true,0,0,Tascheter Sector HM-M a7-1,550,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector HM-M a7-1 6,1913,Icy body,20,7417.9873,-,0,false,,,false
Tascheter Sector YK-O a6-0,56.53,true,0,0,Tascheter Sector YK-O a6-0,550,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector YK-O a6-0 5 a,2041,Icy body,20,1443.8501,-,0,false,,,false
NLTT 55164,26.29,false,1,1,NLTT 55164 1,546,Class III gas giant,639,false,true,1,0.001,639.524808,639.524488237516,NLTT 55164,White Dwarf (D) Star,0,0,0.0135,VII,9272,25360,645,0.0135,NLTT 55164 1 h,645,Rocky body,152,1360.7075,-White Dwarf (D) Star-,1,false,,,false
Core Sys Sector XJ-R a4-1,40.71,true,0,0,Core Sys Sector XJ-R a4-1,545,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector XJ-R a4-1 6 a,2588,Icy body,20,1862.8856,-,0,false,,,false
Zorya,57.24,false,1,1,Zorya 8,542,Class III gas giant,1455,false,true,1,0.1026,1341.6747435,1334.59431670278,Zorya,K (Yellow-Orange) Star,0,0,0.6729,V,10902,3949,1445,0.6729,Zorya 8 h,1445,Icy body,92,1344.9075,-K (Yellow-Orange) Star-,1,false,,,false
Tascheter Sector LS-T a3-0,75.15,true,0,0,Tascheter Sector LS-T a3-0,541,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector LS-T a3-0 6 a,2802,Icy body,20,2985.1646,-,0,false,,,false
LHS 1446,33.65,true,4,4,LHS 1446 6,541,Class III gas giant,5557,false,true,1,0.0001,5557.91769,5557.917662210411,LHS 1446 5,Y (Brown dwarf) Star,9,4101,0.0816,V,3852,423,1591,0.0816,LHS 1446 6 f,5692,Icy body,21,2403.49,-White Dwarf (DAZ) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
Tiapalan,33.10,true,6,6,Tiapalan ABC 7,541,Class III gas giant,3246,true,false,1,0.0647,3532.256793,3524.855867222776,Tiapalan ABC 6,Y (Brown dwarf) Star,9,2506,0.0807,V,7330,520,652,0.7768,Tiapalan ABC 7 f,3158,Icy body,127,2290.5708,-M (Red dwarf) Star-K (Yellow-Orange) Star-M (Red dwarf) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,1,true,2726,Va,false
Col 285 Sector PE-R a34-5,67.69,true,0,0,Col 285 Sector PE-R a34-5,540,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Col 285 Sector PE-R a34-5 5,3207,Icy body,20,4355.5518,-,0,false,,,false
Tascheter Sector RY-R a4-3,69.14,true,0,0,Tascheter Sector RY-R a4-3,539,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector RY-R a4-3 7,850,Icy body,20,5283.0386,-,0,false,,,false
26 Draconis,46.28,false,2,2,26 Draconis A 1,537,Class III gas giant,748,false,true,2,0.0002,748.108296,748.1082810378339,26 Draconis,G (White-Yellow) Star,0,0,1.0751,V,9040,6249,744,1.0751,26 Draconis A 1 h,744,Rocky body,488,679.1542,-G (White-Yellow) Star-K (Yellow-Orange) Star-,1,false,,,false
Piscium Sector VK-N a7-3,53.78,true,0,0,Piscium Sector VK-N a7-3,536,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector VK-N a7-3 7,2474,Icy body,20,4196.0166,-,0,false,,,false
CRUCIS 13,77.87,true,1,1,CRUCIS 13,536,Y (Brown dwarf) Star,0,false,false,0,,0,0,CRUCIS 13 Crucis Sector CW-N a6-2,Y (Brown dwarf) Star,9,0,0.092,V,2072,536,2264,0.092,CRUCIS 13 6,2264,Icy body,20,3967.8855,-Y (Brown dwarf) Star-,0,false,,,false
Blatrimpe,35.05,true,1,1,Blatrimpe 14,528,Class III gas giant,2230,false,true,1,0,2230.0034444999997,2230.0034444999997,Blatrimpe,G (White-Yellow) Star,0,0,0.9819,Vz,236,5283,2203,0.9819,Blatrimpe 14 e,2203,Rocky body,132,1976.3721,-G (White-Yellow) Star-,1,false,,,false
Chandra,75.85,false,2,2,Chandra AB 1,528,Class III gas giant,5027,true,false,1,0.169,5080.170303,5007.097392479109,Chandra B,K (Yellow-Orange) Star,0,2667,0.6856,Va,4852,3952,2404,1.0115,Chandra AB 1 h,5071,Icy body,83,2413.5576,-K (Yellow-Orange) Star-G (White-Yellow) Star-,1,false,,,false
Core Sys Sector YO-R a4-2,43.57,true,0,0,Core Sys Sector YO-R a4-2,523,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector YO-R a4-2 4 a,741,Icy body,20,2076.0642,-,0,false,,,false
Tyche,58.24,true,1,1,Tyche 8,523,Class III gas giant,1805,false,true,2,0.0964,69.31179449999999,68.98898692313787,Tyche,M (Red dwarf) Star,2,0,0.5964,V,778,3463,1799,0.5964,Tyche 8 f,1799,Icy body,100,2497.0071,-M (Red dwarf) Star-,1,true,3463,V,false
Piscium Sector WF-N a7-0,79.63,true,0,0,Piscium Sector WF-N a7-0,522,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector WF-N a7-0 5,3810,Icy body,20,9531.8867,-,0,false,,,false
Tascheter Sector VE-Q a5-0,62.07,true,0,0,Tascheter Sector VE-Q a5-0,521,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector VE-Q a5-0 6,2649,Icy body,20,5664.5454,-,0,false,,,false
Gliese 868,44.20,false,1,1,Gliese 868 12,521,Class III gas giant,1323,false,true,1,0.0001,1322.9121555,1322.9121488854391,Gliese 868,K (Yellow-Orange) Star,0,0,0.7375,V,10920,4308,1336,0.7375,Gliese 868 12 h,1336,Icy body,98,3971.793,-K (Yellow-Orange) Star-,1,false,,,false
Tascheter Sector GR-M a7-0,54.53,true,0,0,Tascheter Sector GR-M a7-0,515,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector GR-M a7-0 7,3849,Icy body,20,1051.8467,-,0,false,,,false
Nukam,72.18,true,1,1,Nukam 1,514,Y (Brown dwarf) Star,1672,false,true,1,0.001,1674.161775,1674.160937918903,Nukam,F (White) Star,0,0,1.142,Vb,4352,6507,1669,1.142,Nukam 1 f,1669,Rocky body,199,1334.3737,-F (White) Star-,1,false,,,false
LHS 304,43.95,false,5,5,LHS 304 3,514,Y (Brown dwarf) Star,2817,false,true,1,0.0029,2818.38024,2818.3683886861736,LHS 304 4,Y (Brown dwarf) Star,9,3638,0.0652,V,1484,368,835,0.0789,LHS 304 3 h,2803,Icy body,50,1618.4219,-White Dwarf (DA) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
Core Sys Sector KC-M a7-3,47.34,true,0,0,Core Sys Sector KC-M a7-3,512,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector KC-M a7-3 5 a,2748,Icy body,20,2784.0784,-,0,false,,,false
Puppis Sector YE-R a4-8,72.43,true,0,0,Puppis Sector YE-R a4-8,511,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Puppis Sector YE-R a4-8 6 a,1969,Icy body,20,2040.1772,-,0,false,,,false
Col 285 Sector PE-R a34-0,65.96,true,0,0,Col 285 Sector PE-R a34-0,509,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Col 285 Sector PE-R a34-0 6,2899,Icy body,20,3172.5774,-,0,false,,,false
Piscium Sector YQ-L a8-0,72.17,true,0,0,Piscium Sector YQ-L a8-0,509,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector YQ-L a8-0 7,4857,Icy body,20,2574.6765,-,0,false,,,false
Tao Ti,65.66,false,1,1,Tao Ti 1,506,Class III gas giant,859,false,true,1,0.0001,858.7377045000001,858.7377002063114,Tao Ti,G (White-Yellow) Star,0,0,0.8675,Vb,5874,5683,885,0.8675,Tao Ti 1 h,885,Rocky body,194,784.2726,-G (White-Yellow) Star-,1,false,,,false
LHS 492,77.66,false,1,1,LHS 492 5,503,Class III gas giant,1986,false,true,1,0.0002,1986.0399,1986.0398602792015,LHS 492,M (Red dwarf) Star,3,0,0.5722,V,3414,3291,2066,0.5722,LHS 492 5 h,2066,Icy body,60,4820.063,-M (Red dwarf) Star-,1,true,3291,V,false
Alrai Sector XO-R a4-4,72.47,true,0,0,Alrai Sector XO-R a4-4,499,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Alrai Sector XO-R a4-4 7,986,Icy body,20,6901.48,-,0,false,,,false
Piscium Sector VK-N a7-2,57.63,true,0,0,Piscium Sector VK-N a7-2,499,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector VK-N a7-2 4 a,1290,Icy body,20,2562.4878,-,0,false,,,false
Piscium Sector RT-Q a5-2,63.16,true,0,0,Piscium Sector RT-Q a5-2,497,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector RT-Q a5-2 6,4655,Icy body,20,989.1274,-,0,false,,,false
Hrisastshi,59.37,true,0,0,Hrisastshi,496,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Hrisastshi 7,670,Icy body,20,1985.9799,-,1,false,,,false
EP Eridani,33.77,true,2,2,EP Eridani AB 1,496,Class III gas giant,1857,true,false,2,0.0376,0.24950250000000002,0.24932606929307566,EP Eridani B,M (Red dwarf) Star,5,1542,0.6176,Va,9306,2992,307,0.8622,EP Eridani AB 1 g,1849,Rocky Ice world,113,2052.1865,-M (Red dwarf) Star-K (Yellow-Orange) Star-,1,true,2992,Va,false
Tascheter Sector XZ-P a5-1,67.49,true,0,0,Tascheter Sector XZ-P a5-1,493,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector XZ-P a5-1 5,1395,Icy body,20,3275.1797,-,0,false,,,false
Core Sys Sector CQ-P a5-1,37.14,true,0,0,Core Sys Sector CQ-P a5-1,489,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector CQ-P a5-1 7,3011,Icy body,20,3752.0532,-,0,false,,,false
Hors,57.06,false,2,2,Hors 8,487,Y (Brown dwarf) Star,2636,false,true,1,0.0002,2636.842221,2636.842168263155,Hors 9,Y (Brown dwarf) Star,9,3849,0.0496,V,12024,294,1209,0.9259,Hors 8 h,2640,Rocky body,109,1524.1053,-G (White-Yellow) Star-Y (Brown dwarf) Star-,1,false,,,false
Col 285 Sector LK-P a35-2,60.97,true,0,0,Col 285 Sector LK-P a35-2,478,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Col 285 Sector LK-P a35-2 7,3033,Icy body,20,6700.1226,-,0,false,,,false
Zeta Tucanae,28.00,true,1,1,Zeta Tucanae 8,476,Class III gas giant,2617,false,true,1,0.0027,2610.993762,2610.9842449103926,Zeta Tucanae,F (White) Star,0,0,1.0567,V,4160,6205,2593,1.0567,Zeta Tucanae 8 f,2593,Rocky body,132,714.8976,-F (White) Star-,1,false,,,false
WISE 0410+1502,14.01,true,0,0,WISE 0410+1502,474,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,WISE 0410+1502 7,194,Icy body,20,9576.3848,-,0,false,,,false
Tascheter Sector GX-K a8-1,32.78,true,0,0,Tascheter Sector GX-K a8-1,469,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector GX-K a8-1 7,4765,Icy body,20,1658.3466,-,0,false,,,false
Tascheter Sector IX-K a8-3,36.93,true,0,0,Tascheter Sector IX-K a8-3,468,Y (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector IX-K a8-3 7,3495,Icy body,20,3802.6165,-,0,false,,,false
