System name,Distance from Sol (ly),Counting moons of moons,System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Moon Star Diistance,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
Tascheter Sector LS-T a3-5,76.99,true,1,1,Tascheter Sector LS-T a3-5,868,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector LS-T a3-5,T (Brown dwarf) Star,9,0,0.1622,V,4490,868,4236,0.1622,Tascheter Sector LS-T a3-5 6,4236,Icy body,20,4196.4746,-T (Brown dwarf) Star-,0,false,,,false
LHS 1593,40.95,true,2,2,LHS 1593 B,864,T (Brown dwarf) Star,34231,false,false,1,0.1631,31139.209413,30722.241162996725,LHS 1593 B,T (Brown dwarf) Star,9,34231,0.1553,V,12682,864,249,0.372,LHS 1593 B 5,34480,Icy body,20,6117.561,-M (Red dwarf) Star-T (Brown dwarf) Star-,0,true,2100,V,false
Trianguli Sector SU-O a6-0,77.92,true,1,1,Trianguli Sector SU-O a6-0,861,T (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector SU-O a6-0,T (Brown dwarf) Star,9,0,0.1504,V,7696,861,2161,0.1504,Trianguli Sector SU-O a6-0 5,2161,Icy body,20,9830.4307,-T (Brown dwarf) Star-,0,false,,,false
UGPS 0722-05,13.39,true,1,1,UGPS 0722-05,861,T (Brown dwarf) Star,0,false,false,0,,0,0,UGPS 0722-05,T (Brown dwarf) Star,9,0,0.1514,V,5730,861,1204,0.1514,UGPS 0722-05 5,1204,Icy body,20,4634.4409,-T (Brown dwarf) Star-,0,false,,,false
Aongi,72.66,true,1,1,Aongi,859,T (Brown dwarf) Star,0,false,false,0,,0,0,Aongi,T (Brown dwarf) Star,9,0,0.1387,V,3098,859,3124,0.1387,Aongi 7,3124,Icy body,20,7777.5542,-T (Brown dwarf) Star-,1,false,,,false
Tascheter Sector CR-M a7-2,45.64,true,1,1,Tascheter Sector CR-M a7-2,858,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector CR-M a7-2,T (Brown dwarf) Star,9,0,0.1565,V,1134,858,1643,0.1565,Tascheter Sector CR-M a7-2 6 a,1643,Icy body,20,1893.3451,-T (Brown dwarf) Star-,0,false,,,false
Nox,76.84,false,5,5,Nox ABCD 7,850,Class IV gas giant,3807,true,false,2,0.1457,3.193632,3.1595521714847736,Nox ABCD 6,T (Brown dwarf) Star,9,2913,0.1772,V,12910,1018,887,0.9717,Nox ABCD 7 h,3800,Rocky body,154,1032.6436,-K (Yellow-Orange) Star-L (Brown dwarf) Star-G (White-Yellow) Star-M (Red dwarf) Star-T (Brown dwarf) Star-,1,true,2262,Va,false
Caceras,53.55,true,2,2,Caceras,848,T (Brown dwarf) Star,0,false,false,0,,0,0,Caceras,T (Brown dwarf) Star,9,0,0.1488,V,6392,848,1821,0.1488,Caceras 6,1821,Icy body,20,2941.3506,-T (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Alrai Sector FQ-P a5-3,74.25,true,1,1,Alrai Sector FQ-P a5-3,842,T (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector FQ-P a5-3,T (Brown dwarf) Star,9,0,0.1643,V,338,842,3016,0.1643,Alrai Sector FQ-P a5-3 6,3016,Icy body,20,2377.9121,-T (Brown dwarf) Star-,0,false,,,false
Puppis Sector BQ-P a5-1,69.71,true,2,2,Puppis Sector BQ-P a5-1 B,841,T (Brown dwarf) Star,168386,false,false,1,0.2751,105961.8654315,101873.39230881342,Puppis Sector BQ-P a5-1 B,T (Brown dwarf) Star,9,168386,0.1481,V,7034,841,723,0.3174,Puppis Sector BQ-P a5-1 B 6,169109,Icy body,20,1813.1075,-L (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Puppis Sector CL-P a5-5,68.34,true,1,1,Puppis Sector CL-P a5-5,838,T (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector CL-P a5-5,T (Brown dwarf) Star,9,0,0.1491,V,11158,838,698,0.1491,Puppis Sector CL-P a5-5 7,698,Icy body,20,8123.5005,-T (Brown dwarf) Star-,0,false,,,false
Crucis Sector ZP-P a5-0,74.08,true,1,1,Crucis Sector ZP-P a5-0,836,T (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector ZP-P a5-0,T (Brown dwarf) Star,9,0,0.1373,V,12674,836,431,0.1373,Crucis Sector ZP-P a5-0 7,431,Icy body,20,1319.0042,-T (Brown dwarf) Star-,0,false,,,false
Tyn,50.18,true,1,1,Tyn,832,T (Brown dwarf) Star,0,false,false,0,,0,0,Tyn,T (Brown dwarf) Star,9,0,0.1432,V,400,832,2196,0.1432,Tyn 7,2196,Icy body,20,4271.7598,-T (Brown dwarf) Star-,0,false,,,false
Walpi,66.57,true,3,3,Walpi C,821,T (Brown dwarf) Star,20245,false,false,1,0.1263,14678.7809805,14561.234648486841,Walpi C,T (Brown dwarf) Star,9,20245,0.1621,V,9506,821,619,0.2695,Walpi C 7,20864,Icy body,20,4796.4414,-L (Brown dwarf) Star-L (Brown dwarf) Star-T (Brown dwarf) Star-,1,false,,,false
Caribri,52.78,true,2,2,Caribri B,819,T (Brown dwarf) Star,29355,false,false,1,0.1395,26863.3852695,26600.71699705226,Caribri B,T (Brown dwarf) Star,9,29355,0.1459,V,6262,819,127,0.4202,Caribri B 4 a,29482,Icy body,20,806.9648,-T (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2677,Va,false
Puppis Sector XE-R a4-0,60.23,true,1,1,Puppis Sector XE-R a4-0,818,T (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector XE-R a4-0,T (Brown dwarf) Star,9,0,0.1424,V,1434,818,1872,0.1424,Puppis Sector XE-R a4-0 5,1872,Icy body,20,10595.4893,-T (Brown dwarf) Star-,0,false,,,false
Core Sys Sector EB-O a6-4,31.60,true,1,1,Core Sys Sector EB-O a6-4,818,T (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector EB-O a6-4,T (Brown dwarf) Star,9,0,0.1342,V,328,818,3420,0.1342,Core Sys Sector EB-O a6-4 7,3420,Icy body,20,8827.2656,-T (Brown dwarf) Star-,0,false,,,false
Sin,35.90,true,1,1,Sin,818,T (Brown dwarf) Star,0,false,false,0,,0,0,Sin,T (Brown dwarf) Star,9,0,0.1414,V,7488,818,2375,0.1414,Sin 5,2375,Icy body,20,9611.9609,-T (Brown dwarf) Star-,0,false,,,false
Puppis Sector LX-L a7-0,74.42,true,1,1,Puppis Sector LX-L a7-0,816,T (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector LX-L a7-0,T (Brown dwarf) Star,9,0,0.1414,V,9590,816,2652,0.1414,Puppis Sector LX-L a7-0 6 a,2652,Icy body,20,1924.0432,-T (Brown dwarf) Star-,0,false,,,false
Piscium Sector QE-P a6-2,66.29,true,1,1,Piscium Sector QE-P a6-2,811,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector QE-P a6-2,T (Brown dwarf) Star,9,0,0.1277,V,614,811,2238,0.1277,Piscium Sector QE-P a6-2 7,2238,Icy body,20,4275.1152,-T (Brown dwarf) Star-,0,false,,,false
Piscium Sector BX-J a9-4,75.21,true,1,1,Piscium Sector BX-J a9-4,809,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector BX-J a9-4,T (Brown dwarf) Star,9,0,0.1501,V,6140,809,1229,0.1501,Piscium Sector BX-J a9-4 5 a,1229,Icy body,20,2445.1853,-T (Brown dwarf) Star-,0,false,,,false
Crucis Sector VJ-R a4-1,69.31,true,1,1,Crucis Sector VJ-R a4-1,807,T (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector VJ-R a4-1,T (Brown dwarf) Star,9,0,0.1317,V,9242,807,1641,0.1317,Crucis Sector VJ-R a4-1 5 a,1641,Icy body,20,1297.8015,-T (Brown dwarf) Star-,0,false,,,false
Kin Lang,63.00,true,1,1,Kin Lang,807,T (Brown dwarf) Star,0,false,false,0,,0,0,Kin Lang,T (Brown dwarf) Star,9,0,0.1632,V,506,807,3451,0.1632,Kin Lang 7,3451,Icy body,20,8848.3945,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector NE-R a34-1,51.45,true,1,1,Col 285 Sector NE-R a34-1,803,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector NE-R a34-1,T (Brown dwarf) Star,9,0,0.128,V,2616,803,3962,0.128,Col 285 Sector NE-R a34-1 6,3962,Icy body,20,6849.3501,-T (Brown dwarf) Star-,0,false,,,false
Core Sys Sector ZP-P a5-1,43.90,true,1,1,Core Sys Sector ZP-P a5-1,801,T (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector ZP-P a5-1,T (Brown dwarf) Star,9,0,0.1227,V,9654,801,1916,0.1227,Core Sys Sector ZP-P a5-1 5 a,1916,Icy body,20,1983.6056,-T (Brown dwarf) Star-,0,false,,,false
Piscium Sector PT-Q a5-0,76.97,true,1,1,Piscium Sector PT-Q a5-0,798,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector PT-Q a5-0,T (Brown dwarf) Star,9,0,0.153,V,10840,798,3198,0.153,Piscium Sector PT-Q a5-0 7,3198,Icy body,20,2003.3354,-T (Brown dwarf) Star-,0,false,,,false
Puppis Sector XJ-R a4-2,71.15,true,1,1,Puppis Sector XJ-R a4-2,798,T (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector XJ-R a4-2,T (Brown dwarf) Star,9,0,0.1578,V,372,798,4470,0.1578,Puppis Sector XJ-R a4-2 7,4470,Icy body,20,8418.8018,-T (Brown dwarf) Star-,0,false,,,false
Gakiutl,78.79,true,1,1,Gakiutl,796,T (Brown dwarf) Star,0,false,false,0,,0,0,Gakiutl,T (Brown dwarf) Star,9,0,0.1454,V,298,796,1352,0.1454,Gakiutl 6,1352,Icy body,20,3563.0713,-T (Brown dwarf) Star-,1,false,,,false
Jastreb Sector CB-O a6-0,43.91,true,1,1,Jastreb Sector CB-O a6-0,794,T (Brown dwarf) Star,0,false,false,0,,0,0,Jastreb Sector CB-O a6-0,T (Brown dwarf) Star,9,0,0.1417,V,268,794,3400,0.1417,Jastreb Sector CB-O a6-0 7,3400,Icy body,20,3300.4631,-T (Brown dwarf) Star-,0,false,,,false
Core Sys Sector EB-O a6-2,38.84,true,1,1,Core Sys Sector EB-O a6-2,785,T (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector EB-O a6-2,T (Brown dwarf) Star,9,0,0.1339,V,5938,785,2039,0.1339,Core Sys Sector EB-O a6-2 7,2039,Icy body,20,4693.8721,-T (Brown dwarf) Star-,0,false,,,false
WISE 0313+7807,28.03,true,1,1,WISE 0313+7807,782,T (Brown dwarf) Star,0,false,false,0,,0,0,WISE 0313+7807,T (Brown dwarf) Star,9,0,0.1392,V,8556,782,640,0.1392,WISE 0313+7807 3,640,Icy body,20,7466.7617,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector PE-R a34-2,65.25,true,1,1,Col 285 Sector PE-R a34-2,779,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector PE-R a34-2,T (Brown dwarf) Star,9,0,0.1283,V,4662,779,1075,0.1283,Col 285 Sector PE-R a34-2 5,1075,Icy body,20,4072.9956,-T (Brown dwarf) Star-,0,false,,,false
Kurishi,52.35,true,2,2,Kurishi,774,T (Brown dwarf) Star,0,false,false,0,,0,0,Kurishi,T (Brown dwarf) Star,9,0,0.1136,V,494,774,1447,0.1136,Kurishi 5,1447,Icy body,20,4079.387,-T (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Weir,49.99,true,1,1,Weir,773,T (Brown dwarf) Star,0,false,false,0,,0,0,Weir,T (Brown dwarf) Star,9,0,0.1327,V,7766,773,3015,0.1327,Weir 6,3015,Icy body,20,10391.0186,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector VW-L a37-0,60.01,true,1,1,Col 285 Sector VW-L a37-0,773,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector VW-L a37-0,T (Brown dwarf) Star,9,0,0.1394,V,12983,773,3572,0.1394,Col 285 Sector VW-L a37-0 6,3572,Icy body,20,5189.751,-T (Brown dwarf) Star-,0,false,,,false
Core Sys Sector CB-O a6-5,33.68,true,1,1,Core Sys Sector CB-O a6-5,771,T (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector CB-O a6-5,T (Brown dwarf) Star,9,0,0.1166,V,1142,771,4311,0.1166,Core Sys Sector CB-O a6-5 6,4311,Icy body,20,4317.2925,-T (Brown dwarf) Star-,0,false,,,false
Tascheter Sector XE-Q a5-3,60.42,true,1,1,Tascheter Sector XE-Q a5-3,771,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector XE-Q a5-3,T (Brown dwarf) Star,9,0,0.1115,V,5572,771,1858,0.1115,Tascheter Sector XE-Q a5-3 6,1858,Icy body,20,3822.3235,-T (Brown dwarf) Star-,0,false,,,false
Core Sys Sector AK-R a4-0,47.87,true,1,1,Core Sys Sector AK-R a4-0,768,T (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector AK-R a4-0,T (Brown dwarf) Star,9,0,0.1378,V,1890,768,1321,0.1378,Core Sys Sector AK-R a4-0 5 a,1321,Icy body,20,3606.158,-T (Brown dwarf) Star-,0,false,,,false
Alrai Sector VI-T a3-3,55.95,true,1,1,Alrai Sector VI-T a3-3,761,T (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector VI-T a3-3,T (Brown dwarf) Star,9,0,0.1248,V,394,761,773,0.1248,Alrai Sector VI-T a3-3 5,773,Icy body,20,1413.2552,-T (Brown dwarf) Star-,0,false,,,false
Core Sys Sector QD-T a3-5,49.66,true,1,1,Core Sys Sector QD-T a3-5,758,T (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector QD-T a3-5,T (Brown dwarf) Star,9,0,0.1306,V,3438,758,1722,0.1306,Core Sys Sector QD-T a3-5 5,1722,Icy body,20,8825.8438,-T (Brown dwarf) Star-,0,false,,,false
Core Sys Sector BQ-P a5-2,39.73,true,1,1,Core Sys Sector BQ-P a5-2,754,T (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector BQ-P a5-2,T (Brown dwarf) Star,9,0,0.134,V,11324,754,2790,0.134,Core Sys Sector BQ-P a5-2 7,2790,Icy body,20,802.6827,-T (Brown dwarf) Star-,0,false,,,false
Tascheter Sector RY-R a4-2,65.63,true,1,1,Tascheter Sector RY-R a4-2,751,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector RY-R a4-2,T (Brown dwarf) Star,9,0,0.1425,V,378,751,1132,0.1425,Tascheter Sector RY-R a4-2 7,1132,Icy body,20,2703.845,-T (Brown dwarf) Star-,0,false,,,false
Tascheter Sector WE-Q a5-0,63.44,true,1,1,Tascheter Sector WE-Q a5-0,751,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector WE-Q a5-0,T (Brown dwarf) Star,9,0,0.1479,V,9598,751,2871,0.1479,Tascheter Sector WE-Q a5-0 7,2871,Icy body,20,2672.7939,-T (Brown dwarf) Star-,0,false,,,false
LP 1-52,66.57,false,1,1,LP 1-52 3,748,Class III gas giant,2012,false,true,1,0.0016,2015.0819909999998,2015.0794116934005,LP 1-52,M (Red dwarf) Star,2,0,0.5935,V,3404,3452,2004,0.5935,LP 1-52 3 h,2004,Icy body,84,2928.0459,-M (Red dwarf) Star-,1,true,3452,V,false
Alrai Sector WO-R a4-5,78.42,true,1,1,Alrai Sector WO-R a4-5,747,T (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector WO-R a4-5,T (Brown dwarf) Star,9,0,0.1138,V,374,747,2451,0.1138,Alrai Sector WO-R a4-5 7,2451,Icy body,20,1433.1229,-T (Brown dwarf) Star-,0,false,,,false
Crucis Sector SO-R a4-1,57.02,true,1,1,Crucis Sector SO-R a4-1,747,T (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector SO-R a4-1,T (Brown dwarf) Star,9,0,0.1198,V,1188,747,1712,0.1198,Crucis Sector SO-R a4-1 5,1712,Icy body,20,6146.0225,-T (Brown dwarf) Star-,0,false,,,false
Rex,50.01,true,2,2,Rex,746,T (Brown dwarf) Star,0,false,false,1,0.0379,1134.537768,1133.7226444842515,Rex,T (Brown dwarf) Star,9,0,0.133,V,9282,746,2275,0.133,Rex B 4,2275,Icy body,25,2896.8665,-T (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector SK-P a35-0,57.55,true,1,1,Col 285 Sector SK-P a35-0,743,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector SK-P a35-0,T (Brown dwarf) Star,9,0,0.1162,V,9968,743,3608,0.1162,Col 285 Sector SK-P a35-0 6,3608,Icy body,20,2458.6362,-T (Brown dwarf) Star-,0,false,,,false
Tascheter Sector NS-T a3-5,72.94,true,1,1,Tascheter Sector NS-T a3-5,743,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector NS-T a3-5,T (Brown dwarf) Star,9,0,0.136,V,13032,743,2192,0.136,Tascheter Sector NS-T a3-5 5,2192,Icy body,20,7023.7153,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector OQ-N a36-2,65.88,true,1,1,Col 285 Sector OQ-N a36-2,742,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector OQ-N a36-2,T (Brown dwarf) Star,9,0,0.1333,V,12570,742,4155,0.1333,Col 285 Sector OQ-N a36-2 5,4155,Icy body,20,1924.1382,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector LY-S a33-1,66.98,true,1,1,Col 285 Sector LY-S a33-1,741,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector LY-S a33-1,T (Brown dwarf) Star,9,0,0.1307,Vz,238,741,1080,0.1307,Col 285 Sector LY-S a33-1 6,1080,Icy body,20,3285.5417,-T (Brown dwarf) Star-,0,false,,,false
Trianguli Sector SU-O a6-4,78.51,true,1,1,Trianguli Sector SU-O a6-4,741,T (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector SU-O a6-4,T (Brown dwarf) Star,9,0,0.126,V,6188,741,1783,0.126,Trianguli Sector SU-O a6-4 4 a,1783,Icy body,20,2173.2556,-T (Brown dwarf) Star-,0,false,,,false
Anglii,71.07,false,1,1,Anglii 1,740,Class III gas giant,1833,false,true,1,0.0005,1832.5459620000001,1832.5457329317405,Anglii,G (White-Yellow) Star,0,0,0.9776,V,12962,5606,1816,0.9776,Anglii 1 h,1816,Rocky body,158,1270.4489,-G (White-Yellow) Star-,1,false,,,false
WISE J000517,23.22,true,1,1,WISE J000517,738,T (Brown dwarf) Star,0,false,false,0,,0,0,WISE J000517,T (Brown dwarf) Star,9,0,0.1304,V,9118,738,2594,0.1304,WISE J000517 7,2594,Icy body,20,9205.959,-T (Brown dwarf) Star-,1,false,,,false
Hyades Sector IZ-K a23-1,62.28,true,1,1,Hyades Sector IZ-K a23-1,737,T (Brown dwarf) Star,0,false,false,0,,0,0,Hyades Sector IZ-K a23-1,T (Brown dwarf) Star,9,0,0.1237,V,3508,737,7,0.1237,Hyades Sector IZ-K a23-1 2,7,Icy body,93,3637.5874,-T (Brown dwarf) Star-,0,false,,,false
Rantii,65.32,true,2,2,Rantii,735,T (Brown dwarf) Star,0,false,false,0,,0,0,Rantii,T (Brown dwarf) Star,9,0,0.1346,V,6160,735,0,0.1346,Rantii Col 285 Sector YW-L a37-3,0,T (Brown dwarf) Star,735,0.1346,-T (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector GJ-I a39-5,79.71,true,1,1,Col 285 Sector GJ-I a39-5,734,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector GJ-I a39-5,T (Brown dwarf) Star,9,0,0.1426,Vz,234,734,7294,0.1426,Col 285 Sector GJ-I a39-5 13,7294,Icy body,20,4235.791,-T (Brown dwarf) Star-,0,false,,,false
Alrai Sector CV-P a5-0,72.87,true,1,1,Alrai Sector CV-P a5-0,734,T (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector CV-P a5-0,T (Brown dwarf) Star,9,0,0.1308,V,11792,734,1728,0.1308,Alrai Sector CV-P a5-0 7,1728,Icy body,20,6253.3862,-T (Brown dwarf) Star-,0,false,,,false
Puppis Sector CL-P a5-2,62.10,true,1,1,Puppis Sector CL-P a5-2,730,T (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector CL-P a5-2,T (Brown dwarf) Star,9,0,0.1177,V,486,730,2424,0.1177,Puppis Sector CL-P a5-2 6,2424,Icy body,20,4070.7971,-T (Brown dwarf) Star-,0,false,,,false
Puppis Sector KC-M a7-4,74.68,true,1,1,Puppis Sector KC-M a7-4,730,T (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector KC-M a7-4,T (Brown dwarf) Star,9,0,0.1245,V,3096,730,1800,0.1245,Puppis Sector KC-M a7-4 6,1800,Icy body,20,6257.3828,-T (Brown dwarf) Star-,0,false,,,false
Tascheter Sector JX-K a8-1,44.95,true,1,1,Tascheter Sector JX-K a8-1,729,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector JX-K a8-1,T (Brown dwarf) Star,9,0,0.1313,V,13021,729,1780,0.1313,Tascheter Sector JX-K a8-1 6,1780,Icy body,20,7178.4438,-T (Brown dwarf) Star-,0,false,,,false
Silvanitou,32.21,true,3,3,Silvanitou C,728,T (Brown dwarf) Star,67077,false,false,1,0.1294,52589.7876465,52147.63778554965,Silvanitou C,T (Brown dwarf) Star,9,67077,0.1287,V,12506,728,736,0.3501,Silvanitou C 6,66341,Icy body,20,1006.6119,-L (Brown dwarf) Star-M (Red dwarf) Star-T (Brown dwarf) Star-,1,true,2028,VI,false
Tascheter Sector RY-R a4-1,70.99,true,1,1,Tascheter Sector RY-R a4-1,722,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector RY-R a4-1,T (Brown dwarf) Star,9,0,0.1143,V,4352,722,1800,0.1143,Tascheter Sector RY-R a4-1 6,1800,Icy body,20,5103.8945,-T (Brown dwarf) Star-,0,false,,,false
Trianguli Sector TF-N a7-1,65.17,true,1,1,Trianguli Sector TF-N a7-1,721,T (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector TF-N a7-1,T (Brown dwarf) Star,9,0,0.1377,V,12984,721,2629,0.1377,Trianguli Sector TF-N a7-1 6,2629,Icy body,20,4739.4663,-T (Brown dwarf) Star-,0,false,,,false
Piscium Sector IY-H a10-0,79.51,true,1,1,Piscium Sector IY-H a10-0,715,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector IY-H a10-0,T (Brown dwarf) Star,9,0,0.1074,V,6058,715,5184,0.1074,Piscium Sector IY-H a10-0 6,5184,Icy body,20,6113.0479,-T (Brown dwarf) Star-,0,false,,,false
LHS 392,47.95,true,3,3,LHS 392 C,715,T (Brown dwarf) Star,885,false,false,1,0.0695,837.4800915,835.455024038368,LHS 392 C,T (Brown dwarf) Star,9,885,0.1269,V,11386,715,16,0.3826,LHS 392 C 7,869,Icy body,91,1278.629,-M (Red dwarf) Star-T (Brown dwarf) Star-T (Brown dwarf) Star-,1,true,2207,V,false
Alrai Sector DQ-P a5-4,79.34,true,1,1,Alrai Sector DQ-P a5-4,709,T (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector DQ-P a5-4,T (Brown dwarf) Star,9,0,0.1239,V,466,709,2648,0.1239,Alrai Sector DQ-P a5-4 6,2648,Icy body,20,4150.9624,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector AD-K a38-2,65.63,true,1,1,Col 285 Sector AD-K a38-2,705,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector AD-K a38-2,T (Brown dwarf) Star,9,0,0.1052,V,6302,705,2242,0.1052,Col 285 Sector AD-K a38-2 6,2242,Icy body,20,6120.2417,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector SK-P a35-2,68.61,true,1,1,Col 285 Sector SK-P a35-2,703,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector SK-P a35-2,T (Brown dwarf) Star,9,0,0.1354,V,396,703,2840,0.1354,Col 285 Sector SK-P a35-2 7,2840,Icy body,20,2642.4734,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector SQ-N a36-4,55.96,true,1,1,Col 285 Sector SQ-N a36-4,700,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector SQ-N a36-4,T (Brown dwarf) Star,9,0,0.1049,V,12893,700,4358,0.1049,Col 285 Sector SQ-N a36-4 6,4358,Icy body,20,6550.5449,-T (Brown dwarf) Star-,0,false,,,false
Baudu,49.95,false,2,2,Baudu AB 8,696,Class III gas giant,3101,true,false,1,0.0148,3093.5814975,3093.242669899178,Baudu B,M (Red dwarf) Star,5,33,0.5407,Va,8822,3085,3105,0.63,Baudu AB 8 h,3138,Icy body,65,2983.8972,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,3040,Va,false
Hayimstae,67.55,true,2,2,Hayimstae B,688,Y (Brown dwarf) Star,4343,false,false,1,0.1492,3859.7537745,3816.5517002986735,Hayimstae B,Y (Brown dwarf) Star,9,4343,0.1227,V,6338,688,26,0.2852,Hayimstae B 6 a,4317,Icy body,25,634.0927,-L (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
Tascheter Sector FM-M a7-3,51.66,true,1,1,Tascheter Sector FM-M a7-3,687,Y (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector FM-M a7-3,Y (Brown dwarf) Star,9,0,0.1419,V,12422,687,1741,0.1419,Tascheter Sector FM-M a7-3 6,1741,Icy body,20,3905.4648,-Y (Brown dwarf) Star-,0,false,,,false
Udaiyuna,49.00,true,2,2,Udaiyuna,687,Y (Brown dwarf) Star,0,false,false,0,,0,0,Udaiyuna,Y (Brown dwarf) Star,9,0,0.1109,V,12871,687,2609,0.1109,Udaiyuna 7,2609,Icy body,20,962.5933,-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,0,false,,,false
WISE J0521+1025,16.33,true,1,1,WISE J0521+1025,686,T (Brown dwarf) Star,0,false,false,0,,0,0,WISE J0521+1025,T (Brown dwarf) Star,9,0,0.1225,V,10908,686,3647,0.1225,WISE J0521+1025 5 a,3647,Icy body,20,2898.3689,-T (Brown dwarf) Star-,0,false,,,false
Findalibila,66.47,true,3,3,Findalibila B,684,Y (Brown dwarf) Star,764,false,false,2,0.0967,591.5704274999999,588.7980762927981,Findalibila B,Y (Brown dwarf) Star,9,764,0.1279,V,364,684,8,0.2873,Findalibila B 7,772,Icy body,59,2278.5186,-L (Brown dwarf) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
Core Sys Sector VJ-R a4-1,40.90,true,1,1,Core Sys Sector VJ-R a4-1,677,Y (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector VJ-R a4-1,Y (Brown dwarf) Star,9,0,0.116,V,5800,677,1342,0.116,Core Sys Sector VJ-R a4-1 6,1342,Icy body,20,3740.2288,-Y (Brown dwarf) Star-,0,false,,,false
