===== PARAMETERS =====
Total rows : 5415
Reference system: Sol
Area of search : 1000 ly
Gas types Class I gas giant +Class II gas giant +Class III gas giant +Class IV gas giant +Class V gas giant +Gas giant with ammonia-based life +Gas giant with water-based life +Hellium-rich gas giant
Ref star types : M (Red giant) Star + M (Red dwarf) Star + M (Red super giant) Star + T Tauri Star
==========
System name,Distance from Sol (ly),System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,Has T Tauri Star ?,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius
Albisaki,136.27,2,2,Albisaki A 2,90,Class I gas giant,1093.3188,false,true,2,0,1093.319955,1093.319955,Albisaki A,M (Red dwarf) Star,5,0,0.5237,Va,3380,0.5237,false,2993,Albisaki A 2 h,1092.4558,Icy body,99,987.6344
Wredguia BQ-L c22-2,449.73,2,1,Wredguia BQ-L c22-2 B 2,90,Class I gas giant,183283.4375,false,false,0,0,364.173849,364.173849,Wredguia BQ-L c22-2 B,M (Red dwarf) Star,8,182930.3906,0.4088,,9624,0.4088,false,2462,Wredguia BQ-L c22-2 B 2 h,183283.8281,Icy body,79,740.2138
LTT 2863,97.24,1,1,LTT 2863 2,90,Class I gas giant,1585.187,false,true,1,0,1585.239084,1585.239084,LTT 2863,M (Red dwarf) Star,5,0,0.5369,V,7956,0.5369,false,3081,LTT 2863 2 h,1594.5521,Icy body,109,1582.6412
Kungadutji,145.87,1,1,Kungadutji 10,90,Class I gas giant,2128.25,false,true,1,0.0028,2125.0127924999997,2125.0044624335264,Kungadutji,M (Red dwarf) Star,2,0,0.5643,Va,6184,0.5643,false,3466,Kungadutji 10 h,2149.3611,Icy body,50,1053.8427
LHS 1122,78.23,4,1,LHS 1122 ABC 2,90,Class I gas giant,1565.8131,true,false,2,0.0049,1491.925149,1491.9072383310765,LHS 1122 A,M (Red dwarf) Star,3,0,0.5592,V,4660,0.5592,false,3301,LHS 1122 ABC 2 h,1569.3781,Icy body,49,1452.0945
Struve 1321,20.13,2,1,Struve 1321 A 4,90,Class I gas giant,43038.5234,false,true,2,0.0008,1132.841151,1132.8407884907735,Struve 1321,M (Red dwarf) Star,5,44156.2578,0.5259,V,7742,0.5259,false,2950,Struve 1321 A 4 h,43049.4023,Icy body,107,1120.2031
Synuefai UO-W c16-1,928.94,2,1,Synuefai UO-W c16-1 B 6,90,Class I gas giant,49198,false,false,0,0.0021,1070.365725,1070.3633648409743,Synuefai UO-W c16-1 B,M (Red dwarf) Star,4,48159,0.464,,896,0.464,false,3107,Synuefai UO-W c16-1 B 6 g,49194,Icy body,113,1008.9834
Col 285 Sector BX-A c14-18,240.42,2,1,Col 285 Sector BX-A c14-18 A 9,90,Class I gas giant,1947.9072,false,false,0,0.0013,1945.7701965,1945.7685523234893,Col 285 Sector BX-A c14-18 B,M (Red dwarf) Star,2,381988.9688,0.5395,,5984,0.5395,false,3497,Col 285 Sector BX-A c14-18 A 9 h,1939.972,Icy body,104,893.5973
Rangtei,131.72,2,1,Rangtei A 12,90,Class I gas giant,1457.0367,false,true,2,0.0042,1453.4518635,1453.4390439980298,Rangtei B,M (Red dwarf) Star,5,223132.1406,0.5951,Va,446,0.5951,false,2915,Rangtei A 12 h,1462.3335,Icy body,79,734.1516
HIP 21280,135.82,2,1,HIP 21280 AB 1,90,Class I gas giant,3710.8057,true,false,1,0,3244.9796145,3244.9796145,HIP 21280 B,M (Red dwarf) Star,6,1972.4999,0.4369,Va,9060,0.4369,false,2649,HIP 21280 AB 1 h,3703.7183,Icy body,74,1244.8953
Mumbal,110.30,2,1,Mumbal A 3,90,Class I gas giant,4504.2119,false,true,2,0.0069,4477.921168499999,4477.814570317783,Mumbal A,M (Red dwarf) Star,6,0,0.5378,Va,6656,0.5378,false,2636,Mumbal A 3 g,4522.2046,Icy body,29,1656.0002
Ao,55.51,3,2,Ao AB 8,90,Class I gas giant,3656.2852,true,false,3,0.1168,2.6447265,2.6266245533922894,Ao B,M (Red dwarf) Star,7,75.7851,0.4359,Va,10618,0.4485,false,2546,Ao AB 8 h,3653.3103,Icy body,179,1093.5896
HIP 11613,405.17,2,1,HIP 11613 B 6,90,Class I gas giant,25173,false,false,0,0.1699,2.295423,2.262050552499822,HIP 11613 B,M (Red dwarf) Star,5,23936,0.5121,,984,0.5121,false,2801,HIP 11613 B 6 h,25177,Icy body,77,549.3969
Synuefe NH-C b32-1,464.67,1,1,Synuefe NH-C b32-1 7,90,Class I gas giant,1026.287,false,true,1,0.0082,1029.0980115,1029.0634126432367,Synuefe NH-C b32-1,M (Red dwarf) Star,6,0,0.4845,Va,834,0.4845,false,2676,Synuefe NH-C b32-1 7 g a,1032.7051,Icy body,52,815.2604
Praea Euq NK-I b9-11,621.01,1,1,Praea Euq NK-I b9-11 6,90,Class I gas giant,1616.823,false,true,1,0.0051,1616.676399,1616.655373986715,Praea Euq NK-I b9-11,M (Red dwarf) Star,5,0,0.4948,Va,3284,0.4948,false,2975,Praea Euq NK-I b9-11 6 f a,1604.421,Icy body,46,760.0548
Swoilz DV-C b17-0,787.67,1,1,Swoilz DV-C b17-0 6,90,Class I gas giant,1061.4031,false,false,0,0.001,1061.0343315,1061.0338009827017,Swoilz DV-C b17-0,M (Red dwarf) Star,3,0,0.5586,Va,5592,0.5586,false,3394,Swoilz DV-C b17-0 6 h,1040.1626,Icy body,107,1024.9377
Synuefe DR-B b33-0,396.52,1,1,Synuefe DR-B b33-0 5,90,Class I gas giant,1090.5367,false,false,0,0.0004,1090.325925,1090.3258377739226,Synuefe DR-B b33-0,M (Red dwarf) Star,5,0,0.4617,Va,342,0.4617,false,3019,Synuefe DR-B b33-0 5 f,1101.6631,Icy body,55,1038.2885
IC 2391 Sector BG-X c1-24,510.00,1,1,IC 2391 Sector BG-X c1-24 1,90,Class I gas giant,1544.3674,false,true,1,0.0823,1668.9721229999998,1663.3103033282794,IC 2391 Sector BG-X c1-24,M (Red dwarf) Star,2,0,0.7008,Va,11396,0.7008,false,3554,IC 2391 Sector BG-X c1-24 1 h,1532.7523,Icy body,98,874.7393
Swoilz WJ-G b2-4,829.42,1,1,Swoilz WJ-G b2-4 3,90,Class I gas giant,1034.7939,false,false,0,0.0015,1036.2836835,1036.2825176802005,Swoilz WJ-G b2-4,M (Red dwarf) Star,9,0,0.3986,Va,9234,0.3986,false,2177,Swoilz WJ-G b2-4 3 f,1028.1179,Icy body,40,1639.0483
Swoilz PN-B b4-0,854.26,1,1,Swoilz PN-B b4-0 9,90,Class I gas giant,1984.8097,false,true,1,0.0016,1983.6945764999998,1983.6920373693167,Swoilz PN-B b4-0,M (Red dwarf) Star,2,0,0.5365,Va,10960,0.5365,false,3428,Swoilz PN-B b4-0 9 h,1992.8069,Icy body,50,1798.2491
Wregoe WL-A b41-6,533.99,3,1,Wregoe WL-A b41-6 ABC 1,90,Class I gas giant,983.5451,true,false,2,0.0002,941.822037,941.8220181635589,Wregoe WL-A b41-6 A,M (Red dwarf) Star,8,0,0.4654,Va,4622,0.4654,false,2469,Wregoe WL-A b41-6 ABC 1 h,994.4636,Icy body,51,1078.4501
HIP 110422,309.76,4,1,HIP 110422 BC 4,90,Class I gas giant,52081.2969,true,false,3,0.047,4147.5798585,4142.996323889865,HIP 110422 B,M (Red dwarf) Star,5,53779.8633,0.5822,Va,1192,0.5822,false,2991,HIP 110422 BC 4 g,52068.5859,Icy body,116,1105.6156
Swoilz CR-T b7-1,606.97,1,1,Swoilz CR-T b7-1 10,90,Class I gas giant,1032.2485,false,true,1,0.0008,1031.4433350000002,1031.44300493808,Swoilz CR-T b7-1,M (Red dwarf) Star,6,0,0.5206,Va,5798,0.5206,false,2646,Swoilz CR-T b7-1 10 h,1041.5699,Icy body,53,889.5552
Synuefe JJ-V b49-1,285.24,1,1,Synuefe JJ-V b49-1 13,90,Class I gas giant,2146.6411,false,true,1,0.0022,2142.028863,2142.0236792838796,Synuefe JJ-V b49-1,M (Red dwarf) Star,2,0,0.5681,Vz,230,0.5681,false,3423,Synuefe JJ-V b49-1 13 h,2150.5681,Icy body,50,1703.3923
Synuefe UB-F c14-4,824.97,2,1,Synuefe UB-F c14-4 AB 5,90,Class I gas giant,4660.7246,true,false,1,0.0091,4597.333065,4597.142708483506,Synuefe UB-F c14-4 B,M (Red dwarf) Star,1,831.777,0.6464,Vz,218,0.6464,false,3617,Synuefe UB-F c14-4 AB 5 g,4653.2285,Icy body,106,1062.3593
Saontiana,143.02,1,1,Saontiana 11,89,Class I gas giant,1297.8612,false,true,1,0.0017,1299.8581245,1299.856246203653,Saontiana,M (Red dwarf) Star,5,0,0.516,Va,270,0.516,false,3058,Saontiana 11 e,1289.0786,Icy body,54,2433.4861
HIP 7158,147.81,3,2,HIP 7158 A 4,89,Class I gas giant,3999.9736,false,true,2,0.0036,4013.4972149999994,4013.471207453782,HIP 7158 C,M (Red dwarf) Star,9,243638.0312,0.4318,Va,9440,0.5264,false,2261,HIP 7158 A 4 g,4018.2993,Icy body,73,975.751
Wregoe LG-Q b46-8,417.90,1,1,Wregoe LG-Q b46-8 A 1,89,Class I gas giant,811,false,false,0,0.001,811.282329,811.281923358734,Wregoe LG-Q b46-8 A,M (Red dwarf) Star,6,0,0.46,,1380,0.46,false,2758,Wregoe LG-Q b46-8 A 1 h,811,Icy body,60,1301.3969
Wregoe SJ-I d9-133,372.34,1,1,Wregoe SJ-I d9-133 8,89,Class I gas giant,844.821,false,true,1,0.0001,844.8653655,844.8653612756732,Wregoe SJ-I d9-133,M (Red dwarf) Star,5,0,0.4902,,1206,0.4902,false,3004,Wregoe SJ-I d9-133 8 h,840.845,Icy body,95,771.5179
Synuefe PK-E b45-3,829.16,5,3,Synuefe PK-E b45-3 A 2,89,Class I gas giant,1123.08,false,true,2,0.0007,1123.859061,1123.8587856544964,Synuefe PK-E b45-3 A,M (Red dwarf) Star,2,0,0.5847,Va,11166,0.5847,false,3480,Synuefe PK-E b45-3 A 2 h,1130,Icy body,79,760.2341
Daha,133.34,4,1,Daha ABC 6,89,Class I gas giant,2270.4819,true,false,2,0.0088,2279.055636,2278.967389257284,Daha A,M (Red dwarf) Star,9,0,0.438,Va,658,0.438,false,2232,Daha ABC 6 e a,2260.9702,Icy body,34,594.1263
Halbarapii,161.20,1,1,Halbarapii 16,89,Class I gas giant,2959.4275,false,true,1,0.1254,2651.6626695,2630.7311456713683,Halbarapii,M (Red dwarf) Star,1,0,0.6739,Va,5002,0.6739,false,3687,Halbarapii 16 h,2956.3867,Icy body,52,1669.7124
Synuefai XP-B b19-1,708.65,1,1,Synuefai XP-B b19-1 1,89,Class I gas giant,1351.3693,false,true,1,0.0028,1354.8484755,1354.8431644835664,Synuefai XP-B b19-1,M (Red dwarf) Star,5,0,0.5602,Va,12106,0.5602,false,3062,Synuefai XP-B b19-1 1 g,1362.6443,Icy body,55,872.3725
Wredguia SN-T b58-2,728.76,1,1,Wredguia SN-T b58-2 2,89,Class I gas giant,2049,false,false,0,0.0262,2090.531547,2089.8139115878844,Wredguia SN-T b58-2,M (Red dwarf) Star,9,0,0.394,,13000,0.394,false,2175,Wredguia SN-T b58-2 2 g a,2029,Icy body,29,511.5498
HIP 37887,838.46,3,1,HIP 37887 B 11,89,Class I gas giant,154851,false,false,0,0.0186,1817.6756129999999,1817.3611642734402,HIP 37887 B,M (Red dwarf) Star,5,156438,0.4885,,3584,0.4885,false,2981,HIP 37887 B 11 h,154848,Icy body,78,672.9267
Parrot's Head Sector VO-Z b9,936.28,1,1,Parrot's Head Sector VO-Z b9 4,89,Class I gas giant,1249,false,false,0,0.0014,1249.5584205,1249.557195932148,Parrot's Head Sector VO-Z b9,M (Red dwarf) Star,3,0,0.5096,,3032,0.5096,false,3350,Parrot's Head Sector VO-Z b9 4 g,1256,Icy body,59,1156.1392
Col 285 Sector OS-R c5-7,288.08,3,2,Col 285 Sector OS-R c5-7 AB 4,89,Class I gas giant,2346.9915,true,false,0,0.0119,2342.928276,2342.7623790900443,Col 285 Sector OS-R c5-7 B,M (Red dwarf) Star,7,65.981,0.4378,,3654,0.5164,false,2547,Col 285 Sector OS-R c5-7 AB 4 h,2352.0237,Icy body,78,857.8909
HIP 114047,718.41,3,1,HIP 114047 C 5,89,Class I gas giant,73821.75,false,true,2,0.0017,2154.9530925,2154.9499785905314,HIP 114047 C,M (Red dwarf) Star,5,71665.7656,0.4824,Va,6324,0.4824,false,2947,HIP 114047 C 5 h,73838.9453,Icy body,73,1239.5646
Synuefe VI-L c23-5,648.85,2,1,Synuefe VI-L c23-5 B 4,89,Class I gas giant,282215.7188,false,false,0,0.0003,727.1999865,727.1999537759999,Synuefe VI-L c23-5 B,M (Red dwarf) Star,9,281584.7812,0.3687,VI,5264,0.3687,false,2071,Synuefe VI-L c23-5 B 4 h,282205.6875,Icy body,50,1046.6794
Wredguia XW-M c7-3,775.67,2,1,Wredguia XW-M c7-3 AB 1,89,Class I gas giant,1355.3085,true,false,1,0.0001,1399.2599205,1399.2599135037003,Wredguia XW-M c7-3 A,M (Red dwarf) Star,1,0,0.6393,Vz,236,0.6393,false,3601,Wredguia XW-M c7-3 AB 1 h,1352.6243,Icy body,122,1892.3895
Synuefe NA-L b54-2,354.47,1,1,Synuefe NA-L b54-2 11,89,Class I gas giant,1025.3223,false,false,0,0.0008,1025.5051755,1025.5048473382913,Synuefe NA-L b54-2,M (Red dwarf) Star,9,0,0.4341,,424,0.4341,false,2328,Synuefe NA-L b54-2 11 g,1016.1843,Icy body,44,1180.8931
Wregoe DW-D b28-0,688.01,3,1,Wregoe DW-D b28-0 A 1,89,Class I gas giant,956.186,false,true,3,0.1668,903.19905,890.5459091276146,Wregoe DW-D b28-0 A,M (Red dwarf) Star,7,0,0.4932,Va,5794,0.4932,false,2512,Wregoe DW-D b28-0 A 1 h,942.6451,Icy body,59,1035.5553
Synuefai UZ-S c6-1,925.05,2,1,Synuefai UZ-S c6-1 A 2,89,Class I gas giant,1019.3093,false,false,0,0.0002,1019.0680109999998,1019.0679906186393,Synuefai UZ-S c6-1 A,M (Red dwarf) Star,2,0,0.5634,,6538,0.5634,false,3505,Synuefai UZ-S c6-1 A 2 h,1035.4668,Icy body,73,1270.6941
Synuefe BH-M b40-0,782.66,1,1,Synuefe BH-M b40-0 7,89,Class I gas giant,987.744,false,true,1,0,987.730497,987.730497,Synuefe BH-M b40-0,M (Red dwarf) Star,6,0,0.4482,Va,744,0.4482,false,2743,Synuefe BH-M b40-0 7 g,1002.2125,Icy body,52,1208.0912
Synuefe FX-K d8-6,985.80,2,2,Synuefe FX-K d8-6 A 10,89,Class I gas giant,1502,false,false,0,0.0007,1500.707637,1500.7072693265839,Synuefe FX-K d8-6 A,M (Red dwarf) Star,1,0,0.5672,,258,0.5672,false,3697,Synuefe FX-K d8-6 A 10 h,1509,Icy body,74,775.7496
Col 285 Sector ZE-W b3-1,287.49,1,1,Col 285 Sector ZE-W b3-1 8,89,Class I gas giant,843.0485,false,true,1,0.0018,844.2166589999999,844.2152913679047,Col 285 Sector ZE-W b3-1,M (Red dwarf) Star,6,0,0.4731,Va,678,0.4731,false,2632,Col 285 Sector ZE-W b3-1 8 f a,836.612,Icy body,56,582.9443
Wregoe BX-U b57-4,296.86,1,1,Wregoe BX-U b57-4 7,88,Class I gas giant,842.6985,false,true,1,0.0018,843.717654,843.7162871762935,Wregoe BX-U b57-4,M (Red dwarf) Star,6,0,0.4611,Va,512,0.4611,false,2615,Wregoe BX-U b57-4 7 g a,841.9781,Icy body,55,598.9861
Col 285 Sector NV-H b25-1,206.55,1,1,Col 285 Sector NV-H b25-1 3,88,Class I gas giant,959.3311,false,true,1,0.0026,957.889998,957.8867603263351,Col 285 Sector NV-H b25-1,M (Red dwarf) Star,4,0,0.4911,Va,4788,0.4911,false,3171,Col 285 Sector NV-H b25-1 3 h,950.7346,Icy body,101,1089.9105
Col 285 Sector NG-F b27-0,285.19,1,1,Col 285 Sector NG-F b27-0 1,88,Class I gas giant,1139.7261,false,false,0,0.0032,1140.9749325,1140.9690906933906,Col 285 Sector NG-F b27-0,M (Red dwarf) Star,6,0,0.4421,Va,12666,0.4421,false,2707,Col 285 Sector NG-F b27-0 1 h,1144.1714,Icy body,47,729.9166
Synuefe PG-P b53-8,267.02,4,1,Synuefe PG-P b53-8 ABCD 1,88,Class I gas giant,1286.4712,true,false,0,0.0001,1359.0401175,1359.0401107047994,Synuefe PG-P b53-8 A,M (Red dwarf) Star,4,0,0.5886,Va,1650,0.5886,false,3206,Synuefe PG-P b53-8 ABCD 1 h,1288.9946,Icy body,103,1310.1716
Hyades Sector FG-X c1-11,198.31,2,1,Hyades Sector FG-X c1-11 B 4,88,Class I gas giant,308571,false,false,0,0.003,1188.3804075,1188.3750597761336,Hyades Sector FG-X c1-11 B,M (Red dwarf) Star,4,309728.25,0.4892,Va,424,0.4892,false,3152,Hyades Sector FG-X c1-11 B 4 h,308560,Icy body,98,983.8774
Col 285 Sector EN-H b11-5,221.07,1,1,Col 285 Sector EN-H b11-5 10,88,Class I gas giant,1178.4619,false,true,1,0.0028,1175.156775,1175.152168376413,Col 285 Sector EN-H b11-5,M (Red dwarf) Star,5,0,0.482,Va,270,0.482,false,2806,Col 285 Sector EN-H b11-5 10 g,1181.7581,Icy body,51,2307.27
HIP 5178,211.67,1,1,HIP 5178 3,88,Class I gas giant,1205.2395,false,true,1,0,1205.196876,1205.196876,HIP 5178,M (Red dwarf) Star,5,0,0.5323,V,7478,0.5323,false,3053,HIP 5178 3 H,1211.5336,Icy body,79,494.8752
Synuefai XI-A b34-2,408.61,1,1,Synuefai XI-A b34-2 12,88,Class I gas giant,2379.0293,false,true,1,0.0031,2377.5093225,2377.497898540259,Synuefai XI-A b34-2,M (Red dwarf) Star,2,0,0.6194,Va,510,0.6194,false,3523,Synuefai XI-A b34-2 12 g,2391.8774,Icy body,50,1530.5869
Misthajani,135.79,1,1,Misthajani 9,88,Class I gas giant,934.5854,false,true,1,0.0016,933.2890515,933.2878568892495,Misthajani,M (Red dwarf) Star,2,0,0.6237,Va,240,0.6237,false,3540,Misthajani 9 h,938.5016,Icy body,78,609.5069
Col 285 Sector TW-F b26-1,221.09,3,3,Col 285 Sector TW-F b26-1 C 13,88,Class I gas giant,34610.0469,false,false,0,0.0022,1972.4170635,1972.4122902449308,Col 285 Sector TW-F b26-1 C,M (Red dwarf) Star,6,34862.2812,0.4507,,1380,0.5597,false,2641,Col 285 Sector TW-F b26-1 C 13 g a,34611.4883,Icy body,49,686.7656
NGC 2451A Sector BH-L b8-10,740.50,4,3,NGC 2451A Sector BH-L b8-10 CD 7,88,Class I gas giant,32185.6484,true,false,3,0.0532,0.1497015,0.1494895043073635,NGC 2451A Sector BH-L b8-10 C,M (Red dwarf) Star,8,33217.0117,0.3988,Va,262,0.5189,false,2433,NGC 2451A Sector BH-L b8-10 CD 7 h,32190.0078,Icy body,53,984.1203
Arangorii,26.68,2,1,Arangorii A 2,88,Class I gas giant,3141.1653,false,true,2,0.0037,3130.358166,3130.3367386250184,Arangorii B,M (Red dwarf) Star,2,448751.9062,0.627,Va,3630,0.627,false,3522,Arangorii A 2 h,3149.2712,Icy body,77,642.3323
Synuefe ZL-J d10-40,857.73,1,1,Synuefe ZL-J d10-40 8,88,Class I gas giant,2501.5244,false,false,0,0,2501.611866,2501.611866,Synuefe ZL-J d10-40,M (Red dwarf) Star,4,0,0.6057,,728,0.6057,false,3242,Synuefe ZL-J d10-40 8 g,2535.165,Icy body,44,2964.8232
Synuefe PT-E b45-1,396.94,3,3,Synuefe PT-E b45-1 A 3,88,Class I gas giant,1420.8076,false,true,2,0.0019,1418.4217124999998,1418.419152246498,Synuefe PT-E b45-1 A,M (Red dwarf) Star,2,0,0.6244,Va,1350,0.6244,false,3429,Synuefe PT-E b45-1 A 3 h,1417.2428,Icy body,107,1120.093
Onyaksas,96.68,1,1,Onyaksas 2,88,Class I gas giant,801.9496,false,true,1,0.0035,802.6495425,802.6446262564962,Onyaksas,M (Red dwarf) Star,8,0,0.4209,Va,2506,0.4209,false,2434,Onyaksas 2 h,784.3325,Icy body,50,904.6632
Swoilz LD-Z d1-52,520.50,2,1,Swoilz LD-Z d1-52 B 1,88,Class I gas giant,125336,false,false,0,0.0521,36.227762999999996,36.178561087688536,Swoilz LD-Z d1-52 B,M (Red dwarf) Star,1,126393,0.6314,,2430,0.6314,false,3603,Swoilz LD-Z d1-52 B 1 g,125325,Icy body,46,1309.616
NGC 2451A Sector JR-W c1-15,803.78,3,1,NGC 2451A Sector JR-W c1-15 C 13,88,Class I gas giant,48013.3711,false,true,2,0.0009,3150.71757,3150.716293959126,NGC 2451A Sector JR-W c1-15 B,M (Red dwarf) Star,9,5.494,0.4819,Va,260,0.4819,false,2348,NGC 2451A Sector JR-W c1-15 C 13 h,48012.4336,Icy body,78,859.8462
Wregoe EG-J b37-2,881.24,2,1,Wregoe EG-J b37-2 BC 3,88,Class I gas giant,195284,true,false,0,0.006,1019.467215,1019.4488644249734,Wregoe EG-J b37-2 B,M (Red dwarf) Star,9,195699,0.3217,,4088,0.3217,false,2020,Wregoe EG-J b37-2 BC 3 h,195271,Icy body,37,1831.5334
Synuefai BB-D d13-24,552.67,3,1,Synuefai BB-D d13-24 C 11,88,Class I gas giant,377025.5,false,false,0,0,1548.9614204999998,1548.9614204999998,Synuefai BB-D d13-24 C,M (Red dwarf) Star,1,378366.375,0.5799,Va,462,0.5799,false,3637,Synuefai BB-D d13-24 C 11 f,377022.8438,Icy body,128,1724.1304
Wregoe LP-X b28-4,947.67,1,1,Wregoe LP-X b28-4 1,88,Class I gas giant,6251.9683,false,false,0,0.0029,6248.141406,6248.115132510148,Wregoe LP-X b28-4,M (Red dwarf) Star,5,0,0.5527,,5768,0.5527,false,3083,Wregoe LP-X b28-4 1 f a,6249.8589,Icy body,30,592.553
Wregoe GZ-E b12-0,808.85,2,1,Wregoe GZ-E b12-0 A 3,88,Class I gas giant,669.1003,false,true,2,0.0005,668.7665010000001,668.7664174041821,Wregoe GZ-E b12-0 A,M (Red dwarf) Star,5,0,0.4398,Va,5622,0.4398,false,3062,Wregoe GZ-E b12-0 A 3 g,664.3564,Icy body,114,1035.0287
Blanco 1 Sector FH-U c3-0,810.96,3,3,Blanco 1 Sector FH-U c3-0 BC 2,88,Class I gas giant,7930.3813,true,false,2,0.0035,604.494657,604.4909544588868,Blanco 1 Sector FH-U c3-0 B,T Tauri Star,9,7476.0991,0.3577,VI,206,0.8244,true,1992,Blanco 1 Sector FH-U c3-0 BC 2 h,7932.6299,Icy body,73,823.1524
Wregoe YP-V c16-7,784.14,3,1,Wregoe YP-V c16-7 ABC 2,88,Class I gas giant,3987,true,false,0,,4441.4938035000005,4441.4938035000005,Wregoe YP-V c16-7 B,M (Red dwarf) Star,8,1944,0.4697,,11724,0.4697,false,2414,Wregoe YP-V c16-7 ABC 2 h,3984,Icy body,105,1428.6051
Synuefe RN-I c26-20,716.40,2,1,Synuefe RN-I c26-20 A 12,88,Class I gas giant,1478.8495,false,false,0,0.0003,1478.751417,1478.7513504561846,Synuefe RN-I c26-20 B,M (Red dwarf) Star,9,86633.8828,0.4519,,240,0.4519,false,2218,Synuefe RN-I c26-20 A 12 h,1482.7023,Icy body,77,734.0459
Synuefe DG-N c23-13,434.58,2,1,Synuefe DG-N c23-13 B 2,88,Class I gas giant,79539.9688,false,true,2,0.0001,3710.401578,3710.401559447992,Synuefe DG-N c23-13 B,M (Red dwarf) Star,5,77596.1328,0.5005,Va,2916,0.5005,false,3076,Synuefe DG-N c23-13 B 2 h,79559.5547,Icy body,48,818.5381
Wredguia BA-A b55-4,850.12,1,1,Wredguia BA-A b55-4 1,88,Class I gas giant,2695,false,false,0,0.0018,2699.2677465,2699.263373682709,Wredguia BA-A b55-4,M (Red dwarf) Star,7,0,0.4646,,2752,0.4646,false,2572,Wredguia BA-A b55-4 1 h,2690,Icy body,34,1113.9233
Hohnpete,178.11,1,1,Hohnpete 8,87,Class I gas giant,1401.9091,false,true,1,0.0044,1396.315791,1396.3022745977235,Hohnpete,M (Red dwarf) Star,2,0,0.7009,Va,244,0.7009,false,3577,Hohnpete 8 g,1404.2729,Icy body,111,1090.069
Jemehuenges,179.05,1,1,Jemehuenges 3,87,Class I gas giant,1040.9663,false,true,1,0.0031,1042.122042,1042.1170345915577,Jemehuenges,M (Red dwarf) Star,2,0,0.6216,Va,6838,0.6216,false,3563,Jemehuenges 3 h,1034.2751,Icy body,74,874.6862
Arietis Sector CG-X b1-1,223.94,1,1,Arietis Sector CG-X b1-1 6,87,Class I gas giant,821.8716,false,true,1,0.0005,821.462031,821.4619283172398,Arietis Sector CG-X b1-1,M (Red dwarf) Star,7,0,0.4587,Va,9742,0.4587,false,2590,Arietis Sector CG-X b1-1 6 g,816.2484,Icy body,55,1989.0142
Col 285 Sector UF-M c8-10,201.05,5,2,Col 285 Sector UF-M c8-10 AB 11,87,Class I gas giant,3968.1589,true,false,0,0.1812,5.1397515,5.0546694257834375,Col 285 Sector UF-M c8-10 B,M (Red dwarf) Star,1,113.5693,0.6458,Va,250,0.6458,false,3695,Col 285 Sector UF-M c8-10 AB 11 h,3965.9885,Icy body,76,716.2593
Daiburi,135.05,1,1,Daiburi 4,87,Class I gas giant,1130.2023,false,true,1,0.004,1126.3041855,1126.295175030474,Daiburi,M (Red dwarf) Star,1,0,0.6249,Va,6364,0.6249,false,3630,Daiburi 4 h,1136.843,Icy body,73,814.0421
HIP 105243,222.19,2,1,HIP 105243 B 2,87,Class I gas giant,338945,false,false,0,0.0002,685.832472,685.8324582833504,HIP 105243 B,M (Red dwarf) Star,7,339533,0.4072,,10212,0.4072,false,2506,HIP 105243 B 2 h,338933,Icy body,60,1423.936
Noco,173.22,1,1,Noco 9,87,Class I gas giant,940.9918,false,true,1,0.0001,941.0735295,941.0735247946322,Noco,M (Red dwarf) Star,9,0,0.404,Va,508,0.404,false,2333,Noco 9 f a,948.2988,Icy body,44,791.4698
Col 285 Sector NL-G b26-6,238.16,2,2,Col 285 Sector NL-G b26-6 A 6,87,Class I gas giant,981,false,false,0,0.002,979.04781,979.0458519024219,Col 285 Sector NL-G b26-6 A,M (Red dwarf) Star,5,0,0.5975,Va,4580,0.5975,false,3090,Col 285 Sector NL-G b26-6 A 6 h,989,Icy body,105,821.1454
Synuefe JP-H b29-1,587.95,1,1,Synuefe JP-H b29-1 2,87,Class I gas giant,665,false,false,0,0.0007,664.774461,664.7742981302371,Synuefe JP-H b29-1,M (Red dwarf) Star,6,0,0.407,,3780,0.407,false,2657,Synuefe JP-H b29-1 2 h,680,Icy body,58,1263.8726
Col 285 Sector IN-A c14-29,269.81,3,1,Col 285 Sector IN-A c14-29 ABC 3,87,Class I gas giant,4038.0181,true,false,1,0.0059,3787.847154,3787.781225946541,Col 285 Sector IN-A c14-29 B,M (Red dwarf) Star,2,834.3251,0.5586,Va,12913,0.5586,false,3407,Col 285 Sector IN-A c14-29 ABC 3 h,4041.762,Icy body,75,835.7859
Synuefe KL-N c23-13,750.22,3,2,Synuefe KL-N c23-13 C 3,87,Class I gas giant,509015.375,false,true,2,0.0017,1206.6439905,1206.6422468981739,Synuefe KL-N c23-13 C,M (Red dwarf) Star,6,509721.1562,0.4605,Va,1126,0.4657,false,2690,Synuefe KL-N c23-13 C 3 h,508839.9062,Icy body,51,1198.6379
